name,company,title,profile_url,connected_on
Priya Zubkov-Fairweather,Tannerly Design,Engineering Manager,https://www.linkedin.com/in/priya-zubkov-fairweather-8355,2021-04-28
Marisol Fairweather-Cathcart,Inglenook Bakery,Head of Platform Engineering,https://www.linkedin.com/in/marisol-fairweather-cathcart-6340,2020-07-22
Gideon Cathcart-Fairweather,Tannerly Design,Head of Innovation,https://www.linkedin.com/in/gideon-cathcart-fairweather-2507,2023-01-30
Amara Drummond-Ibarra,Corbridge Realty,VP Data & Analytics,https://www.linkedin.com/in/amara-drummond-ibarra-9593,2016-03-30
Imani Rushworth-Isenberg,Underwood & Vale,Chief Operating Officer,https://www.linkedin.com/in/imani-rushworth-isenberg-4219,2016-01-13
Lucia Fairweather-Drummond,Quintrell Advisory,Chief Information Officer,https://www.linkedin.com/in/lucia-fairweather-drummond-3324,2024-01-29
Owen Balogun-Cardoso,Underwood & Vale,Staff Engineer,https://www.linkedin.com/in/owen-balogun-cardoso-2350,2017-09-12
Bram Rushworth-Glückstein,Inglenook Bakery,Director of IT,https://www.linkedin.com/in/bram-rushworth-gluckstein-1678,2016-09-17
Sloane Salcedo-Crowther,Yardley Print,Engineering Manager,https://www.linkedin.com/in/sloane-salcedo-crowther-6880,2023-07-25
Bo Grimsby-Nakashima,Fairbourne Fitness,Product Director,https://www.linkedin.com/in/bo-grimsby-nakashima-7713,2022-10-03
Nadia Ashdown-Isenberg,Ambrose Trading,Chief Operating Officer,https://www.linkedin.com/in/nadia-ashdown-isenberg-4011,2021-03-30
Desmond Hartigan-Rushworth,Corbridge Realty,Director of IT,https://www.linkedin.com/in/desmond-hartigan-rushworth-5355,2025-07-27
Curtis Egerton-Halloran,Bellchamber Media,Principal Architect,https://www.linkedin.com/in/curtis-egerton-halloran-3005,2017-01-07
Sunniva Underhill-Jarrold,Corbridge Realty,Chief Technology Officer,https://www.linkedin.com/in/sunniva-underhill-jarrold-9767,2016-10-28
Matteo Bellinger-Achterberg,Underwood & Vale,Platform Lead,https://www.linkedin.com/in/matteo-bellinger-achterberg-5910,2024-12-22
Desmond Wexford-Brenneman,Yardley Print,Program Manager,https://www.linkedin.com/in/desmond-wexford-brenneman-9913,2023-01-12
Rosalind Isenberg-Dellinger,Ambrose Trading,Director of IT,https://www.linkedin.com/in/rosalind-isenberg-dellinger-9701,2020-11-18
Hugo Petrossian-Bellinger,Garrowby Books,Engineering Manager,https://www.linkedin.com/in/hugo-petrossian-bellinger-4982,2015-10-14
Rafael Vasquez-Kettleborough,Ondermark Consulting,Head of Automation,https://www.linkedin.com/in/rafael-vasquez-kettleborough-8366,2018-09-19
Wren Marchetti-Grimsby,Highmoor Cycles,"Senior Manager, Engineering",https://www.linkedin.com/in/wren-marchetti-grimsby-7852,2019-08-20
Priya Quillane-Sandoval,Fairbourne Fitness,Director of IT,https://www.linkedin.com/in/priya-quillane-sandoval-8934,2016-11-19
Astrid Mkhize-Crowther,Whitlock Staffing,Chief Information Officer,https://www.linkedin.com/in/astrid-mkhize-crowther-4152,2016-03-15
Yusuf Lomsadze-Ferreira,Tannerly Design,VP Data & Analytics,https://www.linkedin.com/in/yusuf-lomsadze-ferreira-9663,2016-03-08
Rosalind Fairweather-Prendergast,Xanthe Labs,SVP Digital,https://www.linkedin.com/in/rosalind-fairweather-prendergast-1746,2019-09-26
Priya Fairweather,Gravenhurst Motors,Head of Platform Engineering,https://www.linkedin.com/in/priya-fairweather-1682,2018-07-13
Kofi Salcedo-Vandermolen,Underwood & Vale,Head of Innovation,,2021-10-02
Camille Rushworth-Eastcott,Yardley Print,SVP Digital,https://www.linkedin.com/in/camille-rushworth-eastcott-3878,2017-12-10
Bram Quillane,Blackwood Industrial,Head of Developer Productivity,https://www.linkedin.com/in/bram-quillane-4119,2028-06-16
Margot Kirkbride-Wolstenholme,Zenner Foods,Director of IT,https://www.linkedin.com/in/margot-kirkbride-wolstenholme-8260,2016-02-23
Imani Cardoso-Dellinger,Elmsworth Tutors,Head of Innovation,https://www.linkedin.com/in/imani-cardoso-dellinger-8600,2021-01-08
Saoirse Yarrow,Blackwood Industrial,Head of Innovation,https://www.linkedin.com/in/saoirse-yarrow-7343,2019-02-04
Sabine Wexford-Zettergren,Tannerly Design,Chief Data Officer,https://www.linkedin.com/in/sabine-wexford-zettergren-2453,2016-01-21
Rosalind Cardoso-Oldfield,Underwood & Vale,Director of IT,https://www.linkedin.com/in/rosalind-cardoso-oldfield-7743,2016-06-13
Marcus Merriweather-Ibarra,Tannerly Design,Director of IT,,2022-04-27
·Joaquín Fairweather-Cathcart,Whitlock Staffing,Platform Lead,https://www.linkedin.com/in/joaquin-fairweather-cathcart-9652,2022-07-26
Sunniva Oldfield,Glasspoint Health,Chief Operating Officer,https://www.linkedin.com/in/sunniva-oldfield-4247,2027-08-22
Camille Oldfield-Kirkbride,Ambrose Trading,Director of IT,https://www.linkedin.com/in/camille-oldfield-kirkbride-5208,2021-08-04
Hugo Underhill-Drummond,Whitlock Staffing,Staff Engineer,https://www.linkedin.com/in/hugo-underhill-drummond-2349,2021-07-10
Camille Havercamp-Brenneman,Vespermill Analytics,Head of Innovation,https://www.linkedin.com/in/camille-havercamp-brenneman-8320,2022-10-17
Camille Ashdown-Hartigan,Rooksby Legal,Chief Digital Officer,,2024-07-14
Greta Lomsadze-Kettleborough,Xanthe Labs,Staff Engineer,https://www.linkedin.com/in/greta-lomsadze-kettleborough-6093,2019-08-20
Bram Højgaard-Merriweather,Pale Harbour Studio,VP Data & Analytics,https://www.linkedin.com/in/bram-hojgaard-merriweather-6831,2022-11-30
Emeka Dellinger-Thackeray,Ondermark Consulting,Program Manager,https://www.linkedin.com/in/emeka-dellinger-thackeray-1223,2016-10-26
Saoirse Falkenrath-Dellinger,Vespermill Analytics,Chief Information Officer,https://www.linkedin.com/in/saoirse-falkenrath-dellinger-8638,2023-01-17
Astrid Thackeray-Glückstein,Yardley Print,Staff Engineer,https://www.linkedin.com/in/astrid-thackeray-gluckstein-8296,2016-05-07
Ravi Fontaine-Balogun,Bellchamber Media,Staff Engineer,https://www.linkedin.com/in/ravi-fontaine-balogun-8188,2017-05-04
Hugo Ingleby-Ibarra,Yardley Print,Head of Innovation,https://www.linkedin.com/in/hugo-ingleby-ibarra-5101,2024-10-30
Imani Kirkbride-Grimsby,Underwood & Vale,Chief Technology Officer,https://www.linkedin.com/in/imani-kirkbride-grimsby-7877,2024-04-06
Fenella Egerton-Kettleborough,Elmsworth Tutors,SVP Digital,https://www.linkedin.com/in/fenella-egerton-kettleborough-2619,2017-12-20
Wren Marchetti-Glückstein,Pale Harbour Studio,Chief Data Officer,https://www.linkedin.com/in/wren-marchetti-gluckstein-7056,2023-02-11
Elena Underhill-Isenberg,Whitlock Staffing,Head of Platform Engineering,https://www.linkedin.com/in/elena-underhill-isenberg-3288,2019-05-30
Sunniva Nakashima-Vasquez,Dunmowe Travel,Principal Architect,https://www.linkedin.com/in/sunniva-nakashima-vasquez-2704,2017-02-10
Rosalind Ashdown-Ferreira,Underwood & Vale,"Senior Manager, Engineering",https://www.linkedin.com/in/rosalind-ashdown-ferreira-3134,2024-12-08
Saoirse Oldfield-Merriweather,Garrowby Books,SVP Digital,https://www.linkedin.com/in/saoirse-oldfield-merriweather-7458,2018-05-10
Kwame Achterberg,Bexley Bioworks,Head of Platform Engineering,https://www.linkedin.com/in/kwame-achterberg-1302,2020-09-15
Kofi Achterberg-Underhill,Underwood & Vale,"Senior Manager, Engineering",https://www.linkedin.com/in/kofi-achterberg-underhill-7065,2025-05-08
Rhys Merriweather-Fontaine,Xanthe Labs,Platform Lead,https://www.linkedin.com/in/rhys-merriweather-fontaine-4083,2022-03-13
Wren Thackeray-Havercamp,Garrowby Books,Product Director,https://www.linkedin.com/in/wren-thackeray-havercamp-8664,2016-07-02
Idris Drummond,Brightmoor Energy,Chief Digital Officer,https://www.linkedin.com/in/idris-drummond-4218,2017-07-02
Malik Ingleby-Salcedo,Ambrose Trading,"Senior Manager, Engineering",https://www.linkedin.com/in/malik-ingleby-salcedo-6221,2024-12-07
Ingrid Vasquez-Halloran,Pale Harbour Studio,Principal Architect,https://www.linkedin.com/in/ingrid-vasquez-halloran-9359,2016-07-31
Hana Glückstein-Zettergren,Highmoor Cycles,Head of Automation,https://www.linkedin.com/in/hana-gluckstein-zettergren-2562,2023-07-08
Camille Cardoso-Glückstein,Garrowby Books,Program Manager,https://www.linkedin.com/in/camille-cardoso-gluckstein-2648,2022-10-17
Niall Yarrow-Nakashima,Yardley Print,Engineering Manager,https://www.linkedin.com/in/niall-yarrow-nakashima-1704,2019-05-16
Arjun Wexford-Brenneman,Pale Harbour Studio,Engineering Manager,https://www.linkedin.com/in/arjun-wexford-brenneman-6506,2017-12-26
Liesel Okonkwo-Glückstein,Inglenook Bakery,Engineering Manager,https://www.linkedin.com/in/liesel-okonkwo-gluckstein-3858,2020-11-15
Gideon Isenberg-Crowther,Whitlock Staffing,Product Director,https://www.linkedin.com/in/gideon-isenberg-crowther-4908,2025-02-14
Lucia Okonkwo-Fairweather,Tannerly Design,Product Director,https://www.linkedin.com/in/lucia-okonkwo-fairweather-4917,2022-03-03
Ravi Crowther-Prendergast,Ondermark Consulting,Head of Automation,https://www.linkedin.com/in/ravi-crowther-prendergast-5264,2024-10-01
Anouk Hartigan-Cathcart,Whitlock Staffing,Head of Innovation,https://www.linkedin.com/in/anouk-hartigan-cathcart-8465,2023-12-18
Tilda Havercamp-Zettergren,Garrowby Books,Engineering Manager,https://www.linkedin.com/in/tilda-havercamp-zettergren-2842,2022-11-14
Coretta Nakashima-Wolstenholme,Xanthe Labs,Director of Software Engineering,https://www.linkedin.com/in/coretta-nakashima-wolstenholme-1740,2018-08-11
Bo Salcedo-Balogun,Inglenook Bakery,VP Enterprise Architecture,https://www.linkedin.com/in/bo-salcedo-balogun-7402,2019-04-18
Duarte Salcedo-Ingleby,Underwood & Vale,Head of Automation,https://www.linkedin.com/in/duarte-salcedo-ingleby-2431,2018-06-20
Niall Hartigan-Glückstein,Ondermark Consulting,Head of Automation,https://www.linkedin.com/in/niall-hartigan-gluckstein-3300,2016-10-22
Camille Cathcart-Rushworth,Whitlock Staffing,VP Enterprise Architecture,https://www.linkedin.com/in/camille-cathcart-rushworth-1471,2020-05-30
Mei Yarrow-Thackeray,Fairbourne Fitness,Head of Automation,https://www.linkedin.com/in/mei-yarrow-thackeray-6276,2016-10-02
Arjun Dellinger-Oyelaran,Elmsworth Tutors,Head of Developer Productivity,,2023-05-04
Otto Bellinger-Glückstein,Inglenook Bakery,Platform Lead,https://www.linkedin.com/in/otto-bellinger-gluckstein-9992,2021-02-24
Curtis Achterberg-Fontaine,Inglenook Bakery,Chief Operating Officer,https://www.linkedin.com/in/curtis-achterberg-fontaine-3496,2025-04-12
Kwame Dobrescu-Kirkbride,Elmsworth Tutors,Engineering Manager,https://www.linkedin.com/in/kwame-dobrescu-kirkbride-2396,2018-01-10
Noor Vandermolen-Zubkov,Quintrell Advisory,SVP Digital,https://www.linkedin.com/in/noor-vandermolen-zubkov-6714,2017-03-11
Casper Mkhize-Isenberg,Vespermill Analytics,Chief Digital Officer,https://www.linkedin.com/in/casper-mkhize-isenberg-7805,2025-04-27
Owen Quillane-Crowther,Dunmowe Travel,Director of IT,https://www.linkedin.com/in/owen-quillane-crowther-5005,2025-05-06
Marcus Grimsby-Kettleborough,Yardley Print,Head of Developer Productivity,https://www.linkedin.com/in/marcus-grimsby-kettleborough-5117,2017-10-24
·Joaquín Højgaard-Fontaine,Quintrell Advisory,Program Manager,https://www.linkedin.com/in/joaquin-hojgaard-fontaine-5877,2018-06-26
Mei Marchetti-Vasquez,Pale Harbour Studio,"Senior Manager, Engineering",https://www.linkedin.com/in/mei-marchetti-vasquez-8655,2022-03-03
Espen Zettergren-Marchetti,Ambrose Trading,Director of IT,https://www.linkedin.com/in/espen-zettergren-marchetti-6489,2020-01-18
Tomás Kettleborough-Ibarra,Rooksby Legal,Head of Automation,https://www.linkedin.com/in/tomas-kettleborough-ibarra-6886,2018-07-12
Odette Crowther-Oyelaran,Dunmowe Travel,Engineering Manager,https://www.linkedin.com/in/odette-crowther-oyelaran-4614,2016-10-14
Yara Petrossian-Halloran,Whitlock Staffing,Platform Lead,https://www.linkedin.com/in/yara-petrossian-halloran-8492,2024-03-19
Niall Ferreira-Ibarra,Quintrell Advisory,Product Director,https://www.linkedin.com/in/niall-ferreira-ibarra-9809,2016-07-30
Leandro Prendergast-Salcedo,Ambrose Trading,Platform Lead,https://www.linkedin.com/in/leandro-prendergast-salcedo-1915,2024-03-02
Greta Egerton-Nakashima,Underwood & Vale,"Senior Manager, Engineering",https://www.linkedin.com/in/greta-egerton-nakashima-4476,2016-11-13
Bo Rushworth-Glückstein,Dunmowe Travel,VP Engineering,https://www.linkedin.com/in/bo-rushworth-gluckstein-4347,2017-01-31
Otto Nakashima-Fairweather,Whitlock Staffing,Chief Data Officer,,2023-11-25
Callum Fairweather-Salcedo,Zenner Foods,Chief Operating Officer,,2017-12-20
Odette Fontaine-Yarrow,Garrowby Books,Head of Innovation,https://www.linkedin.com/in/odette-fontaine-yarrow-9586,2024-10-28
Devin Vasquez-Quillane,Vespermill Analytics,Principal Architect,https://www.linkedin.com/in/devin-vasquez-quillane-7271,2025-03-13
Fenella Grimsby-Højgaard,Elmsworth Tutors,Engineering Manager,https://www.linkedin.com/in/fenella-grimsby-hojgaard-1899,2023-12-25
Liesel Rushworth-Oldfield,Underwood & Vale,Engineering Manager,https://www.linkedin.com/in/liesel-rushworth-oldfield-1786,2021-07-27
Saoirse Vandermolen-Sandoval,Highmoor Cycles,Program Manager,https://www.linkedin.com/in/saoirse-vandermolen-sandoval-1141,2022-12-23
Emeka Ingleby-Lomsadze,Quintrell Advisory,Staff Engineer,https://www.linkedin.com/in/emeka-ingleby-lomsadze-7889,2018-06-03
Rafael Merriweather-Mkhize,Underwood & Vale,Head of Innovation,https://www.linkedin.com/in/rafael-merriweather-mkhize-1045,2024-02-24
Priya Højgaard-Cardoso,Underwood & Vale,"Senior Manager, Engineering",https://www.linkedin.com/in/priya-hojgaard-cardoso-4708,2019-09-04
Nadia Dellinger-Vandermolen,Whitlock Staffing,Chief Data Officer,https://www.linkedin.com/in/nadia-dellinger-vandermolen-4055,2019-02-11
Idris Kirkbride-Drummond,Corbridge Realty,Engineering Manager,https://www.linkedin.com/in/idris-kirkbride-drummond-5733,2020-10-20
Sunniva Zubkov-Wexford,Dunmowe Travel,Staff Engineer,https://www.linkedin.com/in/sunniva-zubkov-wexford-2313,2019-08-04
Rosalind Norrington-Dobrescu,Corbridge Realty,Program Manager,https://www.linkedin.com/in/rosalind-norrington-dobrescu-8168,2016-06-19
Arjun Zettergren-Jarrold,Xanthe Labs,Head of Developer Productivity,https://www.linkedin.com/in/arjun-zettergren-jarrold-5841,2022-04-12
Odette Egerton-Ingleby,Elmsworth Tutors,Chief Operating Officer,https://www.linkedin.com/in/odette-egerton-ingleby-1365,2018-09-06
Bertrand Ferreira-Okonkwo,Xanthe Labs,Program Manager,https://www.linkedin.com/in/bertrand-ferreira-okonkwo-9265,2023-03-12
Bertrand Fairweather-Zubkov,Highmoor Cycles,Chief Digital Officer,https://www.linkedin.com/in/bertrand-fairweather-zubkov-4100,2019-05-24
Saoirse Wexford-Dellinger,Ambrose Trading,Director of IT,https://www.linkedin.com/in/saoirse-wexford-dellinger-2485,2022-04-22
Freya Quillane-Wexford,Pale Harbour Studio,Staff Engineer,https://www.linkedin.com/in/freya-quillane-wexford-4218,2020-07-17
Elena Ingleby-Ferreira,Fairbourne Fitness,VP Engineering,https://www.linkedin.com/in/elena-ingleby-ferreira-8092,2021-04-15
Leandro Hartigan-Oyelaran,Highmoor Cycles,Program Manager,https://www.linkedin.com/in/leandro-hartigan-oyelaran-8244,2020-11-28
Rhys Rushworth-Mkhize,Zenner Foods,Product Director,https://www.linkedin.com/in/rhys-rushworth-mkhize-4927,2021-04-23
·Joaquín Jarrold-Grimsby,Zenner Foods,Director of IT,https://www.linkedin.com/in/joaquin-jarrold-grimsby-4864,2022-08-30
Wren Cardoso-Petrossian,Zenner Foods,Engineering Manager,https://www.linkedin.com/in/wren-cardoso-petrossian-1453,2019-03-10
Sabine Prendergast-Petrossian,Xanthe Labs,Head of Innovation,https://www.linkedin.com/in/sabine-prendergast-petrossian-7319,2017-06-01
Espen Lomsadze-Wolstenholme,Garrowby Books,Director of Software Engineering,https://www.linkedin.com/in/espen-lomsadze-wolstenholme-4344,2019-07-16
Sunniva Grimsby-Lindqvist,Whitlock Staffing,Head of Developer Productivity,,2023-03-03
Ravi Prendergast-Yarrow,Zenner Foods,Head of Platform Engineering,https://www.linkedin.com/in/ravi-prendergast-yarrow-3616,2021-03-21
Fenella Ashdown-Lomsadze,Bellchamber Media,Director of Software Engineering,https://www.linkedin.com/in/fenella-ashdown-lomsadze-9196,2016-05-06
Elena Glückstein-Yarrow,Underwood & Vale,Program Manager,https://www.linkedin.com/in/elena-gluckstein-yarrow-6946,2018-09-23
Leandro Prendergast-Mkhize,Zenner Foods,"Senior Manager, Engineering",https://www.linkedin.com/in/leandro-prendergast-mkhize-2064,2020-07-01
Xiomara Yarrow-Balogun,Tannerly Design,Program Manager,https://www.linkedin.com/in/xiomara-yarrow-balogun-8619,2016-09-28
Otto Dobrescu-Wolstenholme,Ambrose Trading,Director of IT,https://www.linkedin.com/in/otto-dobrescu-wolstenholme-5104,2018-08-22
Malik Prendergast-Bellinger,Zenner Foods,Chief Digital Officer,https://www.linkedin.com/in/malik-prendergast-bellinger-5669,2021-04-14
Rhys Grimsby-Quillane,Yardley Print,"Senior Manager, Engineering",https://www.linkedin.com/in/rhys-grimsby-quillane-1774,2022-09-10
Camille Crowther-Glückstein,Corbridge Realty,Product Director,https://www.linkedin.com/in/camille-crowther-gluckstein-8154,2024-05-28
Yusuf Vasquez,Strathmore Rail,Director of Software Engineering,https://www.linkedin.com/in/yusuf-vasquez-3177,2015-02-06
Rhys Ashdown-Fontaine,Underwood & Vale,Platform Lead,https://www.linkedin.com/in/rhys-ashdown-fontaine-5639,2017-03-03
Teodor Havercamp-Vasquez,Bellchamber Media,Engineering Manager,https://www.linkedin.com/in/teodor-havercamp-vasquez-4303,2023-04-12
Lucia Petrossian-Grimsby,Tannerly Design,Chief Data Officer,https://www.linkedin.com/in/lucia-petrossian-grimsby-3241,2022-10-17
Noor Prendergast-Thackeray,Ondermark Consulting,Head of Developer Productivity,,2020-08-25
Espen Oldfield-Falkenrath,Tannerly Design,Director of IT,https://www.linkedin.com/in/espen-oldfield-falkenrath-3353,2016-04-01
Desmond Fontaine-Vasquez,Zenner Foods,Platform Lead,https://www.linkedin.com/in/desmond-fontaine-vasquez-8751,2021-03-23
Bertrand Lomsadze,Strathmore Rail,Chief Digital Officer,https://www.linkedin.com/in/bertrand-lomsadze-5713,2017-03-25
Sunniva Wolstenholme-Crowther,Yardley Print,Product Director,https://www.linkedin.com/in/sunniva-wolstenholme-crowther-9010,2019-10-18
Amara Merriweather-Ingleby,Dunmowe Travel,Platform Lead,https://www.linkedin.com/in/amara-merriweather-ingleby-3035,2021-09-08
Coretta Marchetti-Dobrescu,Vespermill Analytics,Director of IT,https://www.linkedin.com/in/coretta-marchetti-dobrescu-5646,2016-09-07
Hana Sandoval-Petrossian,Garrowby Books,Head of Innovation,https://www.linkedin.com/in/hana-sandoval-petrossian-6982,2019-08-23
·Joaquín Havercamp-Sandoval,Highmoor Cycles,Head of Automation,https://www.linkedin.com/in/joaquin-havercamp-sandoval-9906,2020-12-24
Liesel Sandoval-Wolstenholme,Pale Harbour Studio,Principal Architect,https://www.linkedin.com/in/liesel-sandoval-wolstenholme-5597,2017-11-08
Marisol Oyelaran-Wolstenholme,Corbridge Realty,Principal Architect,https://www.linkedin.com/in/marisol-oyelaran-wolstenholme-2606,2024-03-15
Imani Merriweather-Grimsby,Ambrose Trading,Head of Developer Productivity,https://www.linkedin.com/in/imani-merriweather-grimsby-5612,2017-06-06
Bram Havercamp-Cathcart,Whitlock Staffing,Program Manager,https://www.linkedin.com/in/bram-havercamp-cathcart-3816,2017-01-31
Teodor Thackeray-Balogun,Zenner Foods,Principal Architect,https://www.linkedin.com/in/teodor-thackeray-balogun-9962,2021-10-28
Tilda Merriweather-Okonkwo,Ondermark Consulting,SVP Digital,https://www.linkedin.com/in/tilda-merriweather-okonkwo-3600,2019-04-14
Idris Fairweather-Okonkwo,Fairbourne Fitness,VP Engineering,https://www.linkedin.com/in/idris-fairweather-okonkwo-2366,2017-07-23
Kian Achterberg-Rushworth,Pale Harbour Studio,"Senior Manager, Engineering",https://www.linkedin.com/in/kian-achterberg-rushworth-3095,2016-02-11
Sloane Egerton-Okonkwo,Elmsworth Tutors,Head of Automation,https://www.linkedin.com/in/sloane-egerton-okonkwo-7985,2024-02-20
Lucia Kirkbride-Fontaine,Rooksby Legal,Principal Architect,https://www.linkedin.com/in/lucia-kirkbride-fontaine-8393,2019-08-20
Ansel Norrington-Nakashima,Whitlock Staffing,Platform Lead,https://www.linkedin.com/in/ansel-norrington-nakashima-5785,2016-08-30
Nadia Oyelaran-Ashdown,Zenner Foods,Director of IT,https://www.linkedin.com/in/nadia-oyelaran-ashdown-9482,2024-06-21
Margot Merriweather-Achterberg,Corbridge Realty,Engineering Manager,https://www.linkedin.com/in/margot-merriweather-achterberg-2562,2017-01-13
Astrid Fontaine-Dobrescu,Whitlock Staffing,"Senior Manager, Engineering",https://www.linkedin.com/in/astrid-fontaine-dobrescu-3621,2018-06-06
Niall Quillane-Højgaard,Bellchamber Media,Chief Operating Officer,https://www.linkedin.com/in/niall-quillane-hojgaard-1299,2016-06-15
Fenella Vandermolen-Mkhize,Elmsworth Tutors,Product Director,https://www.linkedin.com/in/fenella-vandermolen-mkhize-4463,2018-02-19
Margot Balogun-Petrossian,Quintrell Advisory,Chief Technology Officer,https://www.linkedin.com/in/margot-balogun-petrossian-7323,2017-08-02
Dev Ferreira-Rushworth,Yardley Print,Chief Information Officer,https://www.linkedin.com/in/dev-ferreira-rushworth-8813,2021-07-12
Xiomara Grimsby-Ingleby,Corbridge Realty,Product Director,https://www.linkedin.com/in/xiomara-grimsby-ingleby-4633,2015-09-28
Saoirse Fairweather-Brenneman,Zenner Foods,Head of Automation,https://www.linkedin.com/in/saoirse-fairweather-brenneman-7008,2021-04-08
Mei Zettergren-Grimsby,Inglenook Bakery,Engineering Manager,https://www.linkedin.com/in/mei-zettergren-grimsby-4290,2024-01-15
Kofi Fontaine-Dellinger,Ambrose Trading,"Senior Manager, Engineering",https://www.linkedin.com/in/kofi-fontaine-dellinger-7820,2018-06-25
Matteo Oyelaran-Okonkwo,Zenner Foods,Chief Technology Officer,https://www.linkedin.com/in/matteo-oyelaran-okonkwo-1305,2024-04-10
Devin Højgaard-Kettleborough,Inglenook Bakery,Director of Software Engineering,https://www.linkedin.com/in/devin-hojgaard-kettleborough-4208,2023-11-05
Amara Egerton-Halloran,Fairbourne Fitness,Principal Architect,https://www.linkedin.com/in/amara-egerton-halloran-9413,2022-09-14
Rhys Vandermolen-Ferreira,Garrowby Books,Head of Automation,https://www.linkedin.com/in/rhys-vandermolen-ferreira-6070,2022-09-27
