name,company,title,profile_url,connected_on
Casper Dellinger,Vespermill Analytics,Director of Software Engineering,https://www.linkedin.com/in/casper-dellinger-8573,2025-02-14
Margot Falkenrath,Garrowby Books,Engineering Manager,https://www.linkedin.com/in/margot-falkenrath-3592,2020-06-02
Zaid Norrington,Vespermill Analytics,Chief Technology Officer,https://www.linkedin.com/in/zaid-norrington-2481,2019-11-14
Perrine Quillane-Glückstein,Garrowby Books,Platform Lead,https://www.linkedin.com/in/perrine-quillane-gluckstein-2607,2021-05-26
Rhys Kirkbride,Corbridge Realty,Engineering Manager,https://www.linkedin.com/in/rhys-kirkbride-8576,2019-09-01
Otto Drummond,Ambrose Trading,Program Manager,https://www.linkedin.com/in/otto-drummond-1578,2018-05-08
Silas Dellinger,Whitlock Staffing,Principal Architect,https://www.linkedin.com/in/silas-dellinger-5679,2022-10-03
Silas Kirkbride,Tannerly Design,Staff Engineer,https://www.linkedin.com/in/silas-kirkbride-9165,2024-10-18
Ingrid Lomsadze-Grimsby,Quintrell Advisory,VP Data & Analytics,https://www.linkedin.com/in/ingrid-lomsadze-grimsby-8853,2020-10-17
Fenella Drummond-Wexford,Zenner Foods,Head of Innovation,https://www.linkedin.com/in/fenella-drummond-wexford-4129,2025-03-12
Bo Sandoval,Pale Harbour Studio,Staff Engineer,,2022-11-10
Marcus Oldfield-Vasquez,Corbridge Realty,Platform Lead,,2017-08-10
Greta Marchetti-Thackeray,Quintrell Advisory,VP Engineering,https://www.linkedin.com/in/greta-marchetti-thackeray-6800,2016-06-19
Tanvi Hartigan,Rooksby Legal,VP Data & Analytics,https://www.linkedin.com/in/tanvi-hartigan-4871,2021-08-07
Malik Quillane,Tannerly Design,"Senior Manager, Engineering",https://www.linkedin.com/in/malik-quillane-9768,2019-08-28
Greta Ibarra,Inglenook Bakery,Director of IT,https://www.linkedin.com/in/greta-ibarra-1978,2017-05-02
Arjun Zubkov,Rooksby Legal,Head of Developer Productivity,https://www.linkedin.com/in/arjun-zubkov-6184,2022-02-27
Sabine Dellinger,Vantage Ridge Utilities,Chief Data Officer,https://www.linkedin.com/in/sabine-dellinger-9205,2024-11-09
Wren Kettleborough-Oyelaran,Ondermark Consulting,"Senior Manager, Engineering",,2021-05-22
Hugo Achterberg,Quintrell Advisory,Chief Operating Officer,https://www.linkedin.com/in/hugo-achterberg-3802,2025-04-05
Yara Ingleby,Ambrose Trading,Head of Automation,https://www.linkedin.com/in/yara-ingleby-8255,2024-11-29
Teodor Dellinger-Dobrescu,Vespermill Analytics,"Senior Manager, Engineering",https://www.linkedin.com/in/teodor-dellinger-dobrescu-2509,2018-07-12
Emeka Crowther,Zenner Foods,Head of Developer Productivity,https://www.linkedin.com/in/emeka-crowther-8545,2022-07-31
Arjun Ibarra-Petrossian,Vespermill Analytics,Head of Innovation,https://www.linkedin.com/in/arjun-ibarra-petrossian-3196,2017-02-01
Coretta Merriweather,Inglenook Bakery,Program Manager,https://www.linkedin.com/in/coretta-merriweather-2020,2019-12-05
Amara Jarrold,Fairbourne Fitness,Engineering Manager,https://www.linkedin.com/in/amara-jarrold-4484,2023-01-21
Bo Isenberg-Ingleby,Rooksby Legal,"Senior Manager, Engineering",https://www.linkedin.com/in/bo-isenberg-ingleby-7171,2025-04-02
Callum Prendergast,Fairbourne Fitness,VP Engineering,https://www.linkedin.com/in/callum-prendergast-7165,2020-04-22
Malik Wexford-Oldfield,Pale Harbour Studio,"Senior Manager, Engineering",https://www.linkedin.com/in/malik-wexford-oldfield-7924,2024-09-14
Owen Oyelaran,Highmoor Cycles,"Senior Manager, Engineering",https://www.linkedin.com/in/owen-oyelaran-2372,2024-11-18
Teodor Salcedo-Yarrow,Rooksby Legal,Director of IT,https://www.linkedin.com/in/teodor-salcedo-yarrow-7362,2025-04-13
Kian Havercamp-Zubkov,Pale Harbour Studio,Head of Automation,https://www.linkedin.com/in/kian-havercamp-zubkov-8985,2019-08-12
Saoirse Salcedo,Ambrose Trading,Product Director,https://www.linkedin.com/in/saoirse-salcedo-2821,2016-10-07
Camille Yarrow,Dunmowe Travel,Product Director,https://www.linkedin.com/in/camille-yarrow-3725,2022-08-18
Xiomara Wolstenholme,Corbridge Realty,Head of Automation,https://www.linkedin.com/in/xiomara-wolstenholme-6284,2017-04-22
Lucia Drummond,Whitlock Staffing,Head of Innovation,https://www.linkedin.com/in/lucia-drummond-2790,2020-03-07
Tomás Dobrescu,Strathmore Rail,VP Engineering,https://www.linkedin.com/in/tomas-dobrescu-3794,2017-12-20
Amara Halloran,Underwood & Vale,VP Enterprise Architecture,https://www.linkedin.com/in/amara-halloran-8971,2024-05-16
Tilda Isenberg-Petrossian,Corbridge Realty,Head of Innovation,,2022-06-15
Solveig Jarrold,Dunmowe Travel,Director of IT,https://www.linkedin.com/in/solveig-jarrold-9227,2019-06-04
Noor Grimsby,Corbridge Realty,Head of Innovation,https://www.linkedin.com/in/noor-grimsby-1445,2019-07-26
Rosalind Nakashima,Fairbourne Fitness,Head of Platform Engineering,https://www.linkedin.com/in/rosalind-nakashima-5953,2018-07-24
Idris Norrington,Ondermark Consulting,Chief Digital Officer,https://www.linkedin.com/in/idris-norrington-8134,2022-04-06
Ingrid Kirkbride-Jarrold,Pale Harbour Studio,Product Director,https://www.linkedin.com/in/ingrid-kirkbride-jarrold-8129,2022-05-22
Hugo Ingleby-Brenneman,Whitlock Staffing,Principal Architect,https://www.linkedin.com/in/hugo-ingleby-brenneman-2403,2017-03-04
Rafael Dellinger,Elmsworth Tutors,Principal Architect,https://www.linkedin.com/in/rafael-dellinger-9304,2019-03-12
Dev Balogun-Marchetti,Garrowby Books,Head of Automation,https://www.linkedin.com/in/dev-balogun-marchetti-7541,2017-12-10
Noor Crowther,Pale Harbour Studio,Engineering Manager,https://www.linkedin.com/in/noor-crowther-2099,2018-11-26
Xiomara Crowther-Quillane,Pale Harbour Studio,Head of Automation,,2021-06-24
Idris Lindqvist,Corbridge Realty,Product Director,https://www.linkedin.com/in/idris-lindqvist-8120,2024-03-17
Margot Jarrold,Zenner Foods,Head of Automation,https://www.linkedin.com/in/margot-jarrold-2452,2019-04-28
Tilda Ingleby-Hartigan,Vespermill Analytics,Head of Automation,https://www.linkedin.com/in/tilda-ingleby-hartigan-9514,2023-09-23
Lucia Egerton,Whitlock Staffing,Principal Architect,https://www.linkedin.com/in/lucia-egerton-4005,2022-06-18
Matteo Egerton,Quintrell Advisory,Engineering Manager,https://www.linkedin.com/in/matteo-egerton-2495,2016-06-07
Hugo Fairweather,Zenner Foods,Chief Technology Officer,https://www.linkedin.com/in/hugo-fairweather-7751,2019-11-26
Odette Thackeray,Fairbourne Fitness,Program Manager,https://www.linkedin.com/in/odette-thackeray-9926,2019-02-18
Tilda Fairweather,Quintrell Advisory,Program Manager,https://www.linkedin.com/in/tilda-fairweather-5562,2016-05-03
Matteo Lomsadze,Elmsworth Tutors,Engineering Manager,https://www.linkedin.com/in/matteo-lomsadze-7892,2016-12-13
Marisol Yarrow,Xanthe Labs,Principal Architect,https://www.linkedin.com/in/marisol-yarrow-6605,2023-08-08
Bertrand Thackeray,Tannerly Design,VP Engineering,https://www.linkedin.com/in/bertrand-thackeray-9464,2015-12-30
Marcus Højgaard,Blackwood Industrial,Chief Technology Officer,https://www.linkedin.com/in/marcus-hojgaard-8105,2015-01-02
Wren Norrington,Bellchamber Media,Engineering Manager,https://www.linkedin.com/in/wren-norrington-5268,2017-09-10
Noor Salcedo,Corbridge Realty,Chief Operating Officer,https://www.linkedin.com/in/noor-salcedo-6033,2023-08-27
Kian Lomsadze-Salcedo,Yardley Print,Head of Automation,https://www.linkedin.com/in/kian-lomsadze-salcedo-4751,2022-05-24
Rosalind Kettleborough-Thackeray,Tannerly Design,Product Director,https://www.linkedin.com/in/rosalind-kettleborough-thackeray-3492,2015-12-04
Tanvi Bellinger-Quillane,Pale Harbour Studio,Staff Engineer,https://www.linkedin.com/in/tanvi-bellinger-quillane-9717,2025-05-31
Bram Vasquez-Vandermolen,Yardley Print,Engineering Manager,https://www.linkedin.com/in/bram-vasquez-vandermolen-1914,2017-12-16
Priya Drummond,Ambrose Trading,Director of IT,https://www.linkedin.com/in/priya-drummond-1614,2022-02-02
Nadia Sandoval,Underwood & Vale,Chief Data Officer,https://www.linkedin.com/in/nadia-sandoval-1886,2021-03-17
Camille Underhill,Elmsworth Tutors,SVP Digital,https://www.linkedin.com/in/camille-underhill-7265,2017-04-06
Tilda Petrossian,Elmsworth Tutors,Head of Innovation,https://www.linkedin.com/in/tilda-petrossian-8174,2024-03-15
Hana Falkenrath-Fairweather,Underwood & Vale,"Senior Manager, Engineering",https://www.linkedin.com/in/hana-falkenrath-fairweather-9191,2025-06-12
Ingrid Halloran,Whitlock Staffing,SVP Digital,https://www.linkedin.com/in/ingrid-halloran-8912,2021-08-08
Zaid Mkhize-Balogun,Garrowby Books,Product Director,https://www.linkedin.com/in/zaid-mkhize-balogun-2324,2016-03-30
Marcus Glückstein,Fairbourne Fitness,Platform Lead,https://www.linkedin.com/in/marcus-gluckstein-3279,2019-12-12
Otto Oldfield-Zettergren,Dunmowe Travel,Chief Digital Officer,https://www.linkedin.com/in/otto-oldfield-zettergren-8539,2025-01-07
Teodor Merriweather,Garrowby Books,Staff Engineer,https://www.linkedin.com/in/teodor-merriweather-8204,2021-04-07
Silas Mkhize,Dunmowe Travel,Product Director,https://www.linkedin.com/in/silas-mkhize-5719,2022-02-09
Bertrand Balogun,Tannerly Design,Head of Automation,https://www.linkedin.com/in/bertrand-balogun-9792,2017-09-14
Tanvi Zubkov,Corbridge Realty,VP Engineering,https://www.linkedin.com/in/tanvi-zubkov-8779,2024-09-14
Casper Crowther,Underwood & Vale,"Senior Manager, Engineering",https://www.linkedin.com/in/casper-crowther-9980,2024-05-23
Liesel Ashdown,Ambrose Trading,Director of IT,https://www.linkedin.com/in/liesel-ashdown-6348,2021-05-19
Duarte Havercamp-Ingleby,Corbridge Realty,Staff Engineer,https://www.linkedin.com/in/duarte-havercamp-ingleby-7809,2024-03-29
Tilda Bellinger,Highmoor Cycles,Principal Architect,,2015-10-17
Odette Ashdown-Fairweather,Garrowby Books,Platform Lead,https://www.linkedin.com/in/odette-ashdown-fairweather-3958,2017-05-17
Ingrid Wolstenholme,Quintrell Advisory,Principal Architect,https://www.linkedin.com/in/ingrid-wolstenholme-9632,2021-02-13
Perrine Achterberg-Rushworth,Xanthe Labs,Engineering Manager,https://www.linkedin.com/in/perrine-achterberg-rushworth-4621,2025-01-07
Saoirse Jarrold,Pale Harbour Studio,"Senior Manager, Engineering",https://www.linkedin.com/in/saoirse-jarrold-2526,2021-09-29
Anouk Wexford,Yardley Print,Head of Innovation,https://www.linkedin.com/in/anouk-wexford-5699,2017-03-21
Kwame Isenberg-Ashdown,Dunmowe Travel,Head of Platform Engineering,https://www.linkedin.com/in/kwame-isenberg-ashdown-7729,2020-08-12
Freya Sandoval,Yardley Print,Engineering Manager,https://www.linkedin.com/in/freya-sandoval-6298,2022-11-28
Desmond Brenneman,Whitlock Staffing,Platform Lead,https://www.linkedin.com/in/desmond-brenneman-9635,2016-01-04
Silas Brenneman-Wolstenholme,Xanthe Labs,Chief Information Officer,https://www.linkedin.com/in/silas-brenneman-wolstenholme-7592,2018-03-26
Owen Drummond,Rooksby Legal,Chief Technology Officer,https://www.linkedin.com/in/owen-drummond-4781,2015-12-12
Espen Dellinger,Underwood & Vale,Head of Innovation,https://www.linkedin.com/in/espen-dellinger-3382,2024-06-08
Zaid Vasquez,Yardley Print,"Senior Manager, Engineering",https://www.linkedin.com/in/zaid-vasquez-4950,2025-07-22
Kwame Prendergast,Quintrell Advisory,SVP Digital,https://www.linkedin.com/in/kwame-prendergast-1592,2021-12-19
Liesel Lomsadze-Merriweather,Xanthe Labs,SVP Digital,https://www.linkedin.com/in/liesel-lomsadze-merriweather-1309,2019-11-29
Sabine Lindqvist,Bellchamber Media,Head of Developer Productivity,,2018-05-13
Emeka Fontaine-Ashdown,Zenner Foods,Program Manager,https://www.linkedin.com/in/emeka-fontaine-ashdown-5398,2020-05-31
Elena Petrossian-Eastcott,Fairbourne Fitness,Chief Digital Officer,https://www.linkedin.com/in/elena-petrossian-eastcott-1926,2025-06-03
Greta Havercamp,Ondermark Consulting,Product Director,https://www.linkedin.com/in/greta-havercamp-2024,2022-12-08
Tanvi Lindqvist-Egerton,Fairbourne Fitness,Program Manager,https://www.linkedin.com/in/tanvi-lindqvist-egerton-2085,2022-03-08
Rosalind Falkenrath,Ambrose Trading,Director of IT,https://www.linkedin.com/in/rosalind-falkenrath-2735,2022-05-01
Camille Cathcart-Petrossian,Underwood & Vale,VP Engineering,https://www.linkedin.com/in/camille-cathcart-petrossian-8296,2022-07-02
Sunniva Dellinger,Whitlock Staffing,"Senior Manager, Engineering",https://www.linkedin.com/in/sunniva-dellinger-9257,2019-01-21
Mei Dellinger-Højgaard,Zenner Foods,Staff Engineer,https://www.linkedin.com/in/mei-dellinger-hojgaard-1717,2021-03-30
Kian Underhill,Quintrell Advisory,"Senior Manager, Engineering",https://www.linkedin.com/in/kian-underhill-7707,2021-10-17
Noor Egerton-Lindqvist,Elmsworth Tutors,VP Engineering,https://www.linkedin.com/in/noor-egerton-lindqvist-7590,2025-06-19
Curtis Wexford,Fairbourne Fitness,Director of IT,https://www.linkedin.com/in/curtis-wexford-8281,2023-08-23
Saoirse Falkenrath-Salcedo,Ambrose Trading,Staff Engineer,https://www.linkedin.com/in/saoirse-falkenrath-salcedo-9137,2022-10-14
Coretta Lomsadze-Fontaine,Zenner Foods,VP Enterprise Architecture,https://www.linkedin.com/in/coretta-lomsadze-fontaine-6255,2024-06-17
Nadia Mkhize,Pale Harbour Studio,Staff Engineer,https://www.linkedin.com/in/nadia-mkhize-1804,2022-04-20
Owen Ibarra-Egerton,Ambrose Trading,Chief Operating Officer,https://www.linkedin.com/in/owen-ibarra-egerton-1138,2025-05-14
Noor Isenberg,Dunmowe Travel,VP Data & Analytics,https://www.linkedin.com/in/noor-isenberg-6246,2018-02-11
Idris Crowther,Rooksby Legal,Principal Architect,https://www.linkedin.com/in/idris-crowther-7686,2023-07-17
Matteo Okonkwo-Fontaine,Underwood & Vale,Principal Architect,https://www.linkedin.com/in/matteo-okonkwo-fontaine-1784,2016-06-17
Yara Zettergren-Cathcart,Whitlock Staffing,Chief Operating Officer,https://www.linkedin.com/in/yara-zettergren-cathcart-3290,2017-01-18
Anouk Fairweather-Okonkwo,Yardley Print,Engineering Manager,https://www.linkedin.com/in/anouk-fairweather-okonkwo-4362,2021-07-25
Xiomara Balogun,Inglenook Bakery,"Senior Manager, Engineering",https://www.linkedin.com/in/xiomara-balogun-2040,2017-09-09
Nadia Havercamp,Pale Harbour Studio,Head of Developer Productivity,https://www.linkedin.com/in/nadia-havercamp-3243,2024-12-24
Callum Halloran,Highmoor Cycles,SVP Digital,https://www.linkedin.com/in/callum-halloran-7139,2019-07-15
Silas Eastcott,Tannerly Design,Chief Information Officer,https://www.linkedin.com/in/silas-eastcott-9451,2016-10-02
Niall Wolstenholme-Cardoso,Inglenook Bakery,Head of Innovation,https://www.linkedin.com/in/niall-wolstenholme-cardoso-2613,2019-03-17
Astrid Egerton,Zenner Foods,VP Data & Analytics,https://www.linkedin.com/in/astrid-egerton-1883,2021-04-28
Fenella Rushworth-Cardoso,Ondermark Consulting,Chief Digital Officer,https://www.linkedin.com/in/fenella-rushworth-cardoso-8856,2024-10-06
Wren Ashdown-Lindqvist,Fairbourne Fitness,Head of Automation,https://www.linkedin.com/in/wren-ashdown-lindqvist-9374,2015-10-11
Perrine Fairweather-Lindqvist,Fairbourne Fitness,Staff Engineer,https://www.linkedin.com/in/perrine-fairweather-lindqvist-6541,2019-11-13
Hugo Nakashima,Zenner Foods,Head of Platform Engineering,https://www.linkedin.com/in/hugo-nakashima-8707,2019-08-09
Dev Ibarra,Zenner Foods,Platform Lead,https://www.linkedin.com/in/dev-ibarra-4593,2018-04-22
Kwame Wolstenholme,Quintrell Advisory,Head of Developer Productivity,https://www.linkedin.com/in/kwame-wolstenholme-9421,2019-09-24
Casper Vasquez-Hartigan,Tannerly Design,Engineering Manager,https://www.linkedin.com/in/casper-vasquez-hartigan-3631,2024-12-14
Ingrid Ingleby,Quintrell Advisory,Chief Data Officer,https://www.linkedin.com/in/ingrid-ingleby-7839,2022-02-01
Niall Wexford,Zenner Foods,Chief Operating Officer,https://www.linkedin.com/in/niall-wexford-3261,2020-12-07
Emeka Vasquez,Ondermark Consulting,Chief Digital Officer,https://www.linkedin.com/in/emeka-vasquez-2034,2023-12-21
Priya Quillane,Tannerly Design,VP Data & Analytics,https://www.linkedin.com/in/priya-quillane-6440,2021-04-02
Priya Hartigan,Fairbourne Fitness,Product Director,https://www.linkedin.com/in/priya-hartigan-7453,2021-04-23
Kofi Ingleby,Bellchamber Media,Chief Digital Officer,https://www.linkedin.com/in/kofi-ingleby-2967,2023-01-13
Xiomara Rushworth-Zettergren,Tannerly Design,VP Data & Analytics,https://www.linkedin.com/in/xiomara-rushworth-zettergren-7453,2024-07-19
Bram Dellinger,Quintrell Advisory,Head of Innovation,https://www.linkedin.com/in/bram-dellinger-5518,2019-06-27
Elena Marchetti,Quintrell Advisory,Chief Operating Officer,https://www.linkedin.com/in/elena-marchetti-9297,2024-02-29
Espen Fairweather,Corbridge Realty,Head of Automation,,2019-07-11
Teodor Ingleby,Zenner Foods,Director of IT,https://www.linkedin.com/in/teodor-ingleby-4010,2025-05-24
Gideon Thackeray-Marchetti,Zenner Foods,VP Engineering,https://www.linkedin.com/in/gideon-thackeray-marchetti-5703,2020-05-03
Wren Crowther-Oyelaran,Pale Harbour Studio,Engineering Manager,https://www.linkedin.com/in/wren-crowther-oyelaran-9070,2021-02-23
Imani Halloran,Bellchamber Media,Program Manager,https://www.linkedin.com/in/imani-halloran-7171,2015-10-25
Casper Ingleby,Whitlock Staffing,VP Data & Analytics,https://www.linkedin.com/in/casper-ingleby-5400,2019-09-17
Solveig Underhill-Cardoso,Yardley Print,"Senior Manager, Engineering",https://www.linkedin.com/in/solveig-underhill-cardoso-3796,2023-08-05
Yara Oldfield-Balogun,Quintrell Advisory,Head of Innovation,https://www.linkedin.com/in/yara-oldfield-balogun-5343,2024-07-28
Desmond Wolstenholme,Yardley Print,Platform Lead,https://www.linkedin.com/in/desmond-wolstenholme-3951,2017-06-16
Dev Hartigan,Pale Harbour Studio,"Senior Manager, Engineering",https://www.linkedin.com/in/dev-hartigan-3430,2021-03-27
Tanvi Wexford,Ambrose Trading,Chief Operating Officer,https://www.linkedin.com/in/tanvi-wexford-5459,2022-03-15
Lucia Zettergren-Lomsadze,Zenner Foods,Principal Architect,https://www.linkedin.com/in/lucia-zettergren-lomsadze-2108,2023-10-23
Coretta Balogun-Glückstein,Xanthe Labs,Chief Digital Officer,https://www.linkedin.com/in/coretta-balogun-gluckstein-3991,2016-04-01
Ansel Bellinger-Vasquez,Corbridge Realty,Head of Innovation,https://www.linkedin.com/in/ansel-bellinger-vasquez-3994,2021-03-11
Otto Zubkov,Yardley Print,Chief Digital Officer,https://www.linkedin.com/in/otto-zubkov-7301,2017-08-10
Devin Dobrescu,Xanthe Labs,Head of Platform Engineering,https://www.linkedin.com/in/devin-dobrescu-6033,2022-04-16
Marcus Quillane,Elmsworth Tutors,Chief Data Officer,https://www.linkedin.com/in/marcus-quillane-2132,2021-12-17
Tomás Yarrow,Bellchamber Media,Product Director,https://www.linkedin.com/in/tomas-yarrow-9685,2017-05-17
Solveig Thackeray,Quintrell Advisory,Principal Architect,https://www.linkedin.com/in/solveig-thackeray-9442,2019-05-11
Niall Lomsadze-Balogun,Elmsworth Tutors,Director of Software Engineering,https://www.linkedin.com/in/niall-lomsadze-balogun-7380,2025-03-06
Greta Petrossian,Cobalt Lane Capital Markets,Head of Automation,https://www.linkedin.com/in/greta-petrossian-3464,2025-07-17
Ingrid Hartigan,Underwood & Vale,"Senior Manager, Engineering",https://www.linkedin.com/in/ingrid-hartigan-1487,2018-11-10
Bram Zubkov,Corbridge Realty,Product Director,https://www.linkedin.com/in/bram-zubkov-9062,2022-05-14
Liesel Crowther,Ondermark Consulting,Head of Innovation,https://www.linkedin.com/in/liesel-crowther-8544,2020-06-11
Silas Cardoso-Glückstein,Bellchamber Media,VP Enterprise Architecture,https://www.linkedin.com/in/silas-cardoso-gluckstein-1278,2022-06-25
Curtis Vandermolen,Zenner Foods,Program Manager,https://www.linkedin.com/in/curtis-vandermolen-7903,2018-05-06
Yusuf Fairweather-Dobrescu,Ambrose Trading,Chief Information Officer,https://www.linkedin.com/in/yusuf-fairweather-dobrescu-5268,2016-11-03
Arjun Quillane-Kirkbride,Vespermill Analytics,Chief Information Officer,https://www.linkedin.com/in/arjun-quillane-kirkbride-1867,2017-09-11
Bertrand Merriweather-Ibarra,Zenner Foods,Staff Engineer,https://www.linkedin.com/in/bertrand-merriweather-ibarra-8474,2019-09-20
Sunniva Marchetti,Pale Harbour Studio,Platform Lead,https://www.linkedin.com/in/sunniva-marchetti-5478,2022-10-05
Gideon Fairweather,Zenner Foods,Platform Lead,https://www.linkedin.com/in/gideon-fairweather-3612,2023-02-24
Margot Bellinger,Quintrell Advisory,Chief Operating Officer,https://www.linkedin.com/in/margot-bellinger-1401,2023-07-05
Kofi Drummond-Lindqvist,Inglenook Bakery,VP Data & Analytics,https://www.linkedin.com/in/kofi-drummond-lindqvist-2242,2023-05-27
Margot Glückstein-Marchetti,Ambrose Trading,Head of Developer Productivity,https://www.linkedin.com/in/margot-gluckstein-marchetti-6993,2018-04-07
Yusuf Zettergren-Kettleborough,Underwood & Vale,Engineering Manager,https://www.linkedin.com/in/yusuf-zettergren-kettleborough-3743,2020-01-25
Tilda Fontaine-Hartigan,Garrowby Books,Chief Operating Officer,https://www.linkedin.com/in/tilda-fontaine-hartigan-8370,2018-08-16
Bertrand Egerton,Yardley Print,Engineering Manager,https://www.linkedin.com/in/bertrand-egerton-1256,2023-02-21
Camille Ferreira-Ingleby,Xanthe Labs,VP Engineering,https://www.linkedin.com/in/camille-ferreira-ingleby-2672,2023-09-03
Lucia Nakashima-Thackeray,Elmsworth Tutors,Engineering Manager,https://www.linkedin.com/in/lucia-nakashima-thackeray-3244,2019-05-11
Leandro Vasquez,Whitlock Staffing,Chief Operating Officer,https://www.linkedin.com/in/leandro-vasquez-2277,2018-09-24
Coretta Oldfield,Elmsworth Tutors,VP Engineering,https://www.linkedin.com/in/coretta-oldfield-4555,2022-06-27
Amara Fontaine-Eastcott,Quintrell Advisory,Head of Automation,https://www.linkedin.com/in/amara-fontaine-eastcott-4356,2015-12-04
Devin Hartigan-Eastcott,Whitlock Staffing,Product Director,https://www.linkedin.com/in/devin-hartigan-eastcott-8993,2021-03-24
Dana Yarrow,Yardley Print,SVP Digital,https://www.linkedin.com/in/dana-yarrow-4749,2022-04-01
Devin Crowther-Zettergren,Vespermill Analytics,Head of Platform Engineering,,2023-05-05
Elena Lindqvist-Achterberg,Pale Harbour Studio,Staff Engineer,https://www.linkedin.com/in/elena-lindqvist-achterberg-1973,2016-04-05
Bo Glückstein-Norrington,Xanthe Labs,VP Data & Analytics,https://www.linkedin.com/in/bo-gluckstein-norrington-9984,2022-03-21
Fenella Eastcott,Yardley Print,Product Director,https://www.linkedin.com/in/fenella-eastcott-6786,2018-09-25
Odette Dellinger-Højgaard,Garrowby Books,Principal Architect,https://www.linkedin.com/in/odette-dellinger-hojgaard-7882,2024-09-17
Kian Salcedo-Lomsadze,Ondermark Consulting,Chief Information Officer,https://www.linkedin.com/in/kian-salcedo-lomsadze-8884,2022-09-25
Niall Cathcart,Inglenook Bakery,Chief Data Officer,https://www.linkedin.com/in/niall-cathcart-2530,2023-09-30
Ansel Cardoso,Yardley Print,Engineering Manager,https://www.linkedin.com/in/ansel-cardoso-3306,2016-07-20
Casper Rushworth-Havercamp,Pale Harbour Studio,Engineering Manager,https://www.linkedin.com/in/casper-rushworth-havercamp-2366,2018-11-23
Niall Balogun,Tannerly Design,Staff Engineer,https://www.linkedin.com/in/niall-balogun-5342,2019-01-13
Owen Oldfield,Corbridge Realty,Product Director,https://www.linkedin.com/in/owen-oldfield-9058,2018-07-27
Xiomara Thackeray,Zenner Foods,Staff Engineer,https://www.linkedin.com/in/xiomara-thackeray-7390,2016-06-11
Ilse Ashdown,Quintrell Advisory,Product Director,https://www.linkedin.com/in/ilse-ashdown-6652,2024-07-20
Espen Lindqvist,Elmsworth Tutors,Chief Information Officer,https://www.linkedin.com/in/espen-lindqvist-4176,2020-05-24
Teodor Okonkwo,Dunmowe Travel,Principal Architect,https://www.linkedin.com/in/teodor-okonkwo-4999,2018-07-19
Renata Halloran-Rushworth,Corbridge Realty,Engineering Manager,https://www.linkedin.com/in/renata-halloran-rushworth-9596,2024-04-15
Rafael Sandoval-Lomsadze,Whitlock Staffing,Director of IT,https://www.linkedin.com/in/rafael-sandoval-lomsadze-5816,2016-02-12
Solveig Thackeray-Lomsadze,Fairbourne Fitness,Platform Lead,https://www.linkedin.com/in/solveig-thackeray-lomsadze-2972,2023-03-05
Devin Salcedo,Quintrell Advisory,VP Engineering,https://www.linkedin.com/in/devin-salcedo-8715,2018-09-13
