name,company,title,profile_url,connected_on
Priya Oyelaran,Zenner Foods,Engineering Manager,https://www.linkedin.com/in/priya-oyelaran-6038,2016-12-10
Rhys Brenneman,Vespermill Analytics,VP Data & Analytics,https://www.linkedin.com/in/rhys-brenneman-4878,2024-08-28
Imani Ingleby,Ambrose Trading,Product Director,https://www.linkedin.com/in/imani-ingleby-3275,2018-01-05
Yusuf Kirkbride,Tannerly Design,Chief Data Officer,https://www.linkedin.com/in/yusuf-kirkbride-4617,2018-05-03
Desmond Petrossian,Yardley Print,Engineering Manager,https://www.linkedin.com/in/desmond-petrossian-1180,2023-06-09
Ansel Vandermolen,Whitlock Staffing,Principal Architect,https://www.linkedin.com/in/ansel-vandermolen-1459,2021-07-09
Tilda Norrington,Whitlock Staffing,Engineering Manager,https://www.linkedin.com/in/tilda-norrington-8679,2020-12-14
Margot Underhill,Corbridge Realty,Platform Lead,https://www.linkedin.com/in/margot-underhill-7570,2022-02-07
Malik Sandoval,Whitlock Staffing,Director of IT,https://www.linkedin.com/in/malik-sandoval-5186,2018-12-15
Wren Falkenrath,Xanthe Labs,Director of IT,https://www.linkedin.com/in/wren-falkenrath-3366,2023-07-14
Devin Yarrow,Dunmowe Travel,"Senior Manager, Engineering",https://www.linkedin.com/in/devin-yarrow-3829,2018-06-21
Mei Kettleborough,Bellchamber Media,Staff Engineer,https://www.linkedin.com/in/mei-kettleborough-1467,2023-12-06
Marisol Rushworth,Xanthe Labs,Program Manager,https://www.linkedin.com/in/marisol-rushworth-2212,2023-06-24
Hana Højgaard,Underwood & Vale,Chief Operating Officer,https://www.linkedin.com/in/hana-hojgaard-9903,2016-08-29
Yara Fairweather,Fairbourne Fitness,Principal Architect,https://www.linkedin.com/in/yara-fairweather-8140,2017-01-29
Greta Wolstenholme,Whitlock Staffing,Chief Technology Officer,https://www.linkedin.com/in/greta-wolstenholme-5638,2017-06-22
Curtis Ashdown,Xanthe Labs,Head of Innovation,https://www.linkedin.com/in/curtis-ashdown-1634,2019-03-18
Owen Wolstenholme,Dunmowe Travel,Director of IT,https://www.linkedin.com/in/owen-wolstenholme-6023,2020-04-05
Tilda Achterberg,Whitlock Staffing,Principal Architect,https://www.linkedin.com/in/tilda-achterberg-7692,2020-07-29
Otto Ashdown,Fairbourne Fitness,Product Director,https://www.linkedin.com/in/otto-ashdown-5913,2021-01-31
Casper Ferreira,Underwood & Vale,Platform Lead,https://www.linkedin.com/in/casper-ferreira-8215,2021-04-27
Ravi Marchetti,Ondermark Consulting,Head of Platform Engineering,https://www.linkedin.com/in/ravi-marchetti-8281,2021-11-06
Kofi Underhill,Dunmowe Travel,Director of Software Engineering,https://www.linkedin.com/in/kofi-underhill-6265,2021-11-30
Mei Eastcott,Inglenook Bakery,Chief Digital Officer,https://www.linkedin.com/in/mei-eastcott-2870,2024-03-30
Kian Petrossian,Ondermark Consulting,SVP Digital,https://www.linkedin.com/in/kian-petrossian-3561,2018-02-23
Ingrid Egerton,Inglenook Bakery,Chief Information Officer,https://www.linkedin.com/in/ingrid-egerton-7547,2023-07-21
Ingrid Sandoval,Highmoor Cycles,Director of IT,,2015-10-09
Yusuf Norrington,Underwood & Vale,Head of Automation,https://www.linkedin.com/in/yusuf-norrington-5448,2023-03-22
Priya Zettergren,Bellchamber Media,Chief Data Officer,https://www.linkedin.com/in/priya-zettergren-6680,2023-11-25
Idris Grimsby,Corbridge Realty,VP Enterprise Architecture,https://www.linkedin.com/in/idris-grimsby-3911,2018-09-15
Gideon Achterberg,Yardley Print,SVP Digital,https://www.linkedin.com/in/gideon-achterberg-2545,2016-05-11
Sunniva Vandermolen,Elmsworth Tutors,Product Director,https://www.linkedin.com/in/sunniva-vandermolen-5785,2022-05-24
Saoirse Lomsadze,Bellchamber Media,Platform Lead,https://www.linkedin.com/in/saoirse-lomsadze-7361,2023-04-16
Coretta Ferreira,Vespermill Analytics,Staff Engineer,https://www.linkedin.com/in/coretta-ferreira-1560,2023-11-20
Wren Vandermolen,Dunmowe Travel,Platform Lead,https://www.linkedin.com/in/wren-vandermolen-3383,2024-08-27
Bo Thackeray,Tannerly Design,Staff Engineer,https://www.linkedin.com/in/bo-thackeray-1411,2023-03-25
Imani Zettergren,Xanthe Labs,Head of Developer Productivity,https://www.linkedin.com/in/imani-zettergren-2735,2018-11-30
Fenella Cathcart,Fairbourne Fitness,SVP Digital,https://www.linkedin.com/in/fenella-cathcart-8135,2023-05-25
Teodor Quillane,Corbridge Realty,Engineering Manager,https://www.linkedin.com/in/teodor-quillane-3546,2024-02-02
Devin Bellinger,Highmoor Cycles,"Senior Manager, Engineering",https://www.linkedin.com/in/devin-bellinger-5104,2021-03-29
Matteo Wexford,Elmsworth Tutors,Director of IT,,2021-04-24
Fenella Højgaard,Garrowby Books,Director of IT,https://www.linkedin.com/in/fenella-hojgaard-6602,2016-10-24
Arjun Zettergren,Highmoor Cycles,Director of IT,https://www.linkedin.com/in/arjun-zettergren-6396,2016-09-27
Duarte Wexford,Bellchamber Media,Engineering Manager,https://www.linkedin.com/in/duarte-wexford-1713,2016-03-11
Silas Lindqvist,Elmsworth Tutors,Program Manager,https://www.linkedin.com/in/silas-lindqvist-4151,2023-04-18
Dana Underhill,Corbridge Realty,"Senior Manager, Engineering",https://www.linkedin.com/in/dana-underhill-5868,2020-03-11
Perrine Petrossian,Vespermill Analytics,Program Manager,https://www.linkedin.com/in/perrine-petrossian-6146,2022-11-20
Astrid Fontaine,Garrowby Books,VP Data & Analytics,https://www.linkedin.com/in/astrid-fontaine-4570,2017-05-17
Rosalind Balogun,Inglenook Bakery,Product Director,https://www.linkedin.com/in/rosalind-balogun-8177,2017-06-30
Yara Hartigan,Yardley Print,Director of IT,https://www.linkedin.com/in/yara-hartigan-8402,2025-06-07
Duarte Dobrescu,Tannerly Design,SVP Digital,https://www.linkedin.com/in/duarte-dobrescu-5327,2019-07-12
Otto Salcedo,Dunmowe Travel,"Senior Manager, Engineering",https://www.linkedin.com/in/otto-salcedo-1563,2019-03-11
Idris Brenneman,Vespermill Analytics,Staff Engineer,https://www.linkedin.com/in/idris-brenneman-1520,2022-06-15
Kian Wolstenholme,Zenner Foods,Head of Developer Productivity,https://www.linkedin.com/in/kian-wolstenholme-7056,2024-02-16
Sloane Cathcart,Highmoor Cycles,Head of Automation,https://www.linkedin.com/in/sloane-cathcart-3161,2018-08-27
Marcus Salcedo,Harrowgate Health,Director of Software Engineering,https://www.linkedin.com/in/marcus-salcedo-1696,2024-04-17
Freya Hartigan,Ondermark Consulting,Platform Lead,https://www.linkedin.com/in/freya-hartigan-9017,2025-05-13
Kwame Højgaard,Bellchamber Media,Principal Architect,https://www.linkedin.com/in/kwame-hojgaard-4791,2017-05-28
Margot Glückstein,Vespermill Analytics,"Senior Manager, Engineering",https://www.linkedin.com/in/margot-gluckstein-8521,2018-12-24
Casper Hartigan,Ambrose Trading,Engineering Manager,https://www.linkedin.com/in/casper-hartigan-1881,2019-07-16
Kwame Hartigan,Highmoor Cycles,Director of Software Engineering,https://www.linkedin.com/in/kwame-hartigan-9074,2016-09-10
Arjun Underhill,Xanthe Labs,"Senior Manager, Engineering",https://www.linkedin.com/in/arjun-underhill-6047,2016-11-09
Nadia Fairweather,Vespermill Analytics,SVP Digital,https://www.linkedin.com/in/nadia-fairweather-6399,2021-05-21
Saoirse Dellinger,Xanthe Labs,Head of Platform Engineering,https://www.linkedin.com/in/saoirse-dellinger-1846,2025-05-30
Rhys Højgaard,Vespermill Analytics,Staff Engineer,https://www.linkedin.com/in/rhys-hojgaard-6680,2020-03-11
Liesel Brenneman,Pale Harbour Studio,Director of IT,https://www.linkedin.com/in/liesel-brenneman-2760,2025-06-28
Amara Mkhize,Vespermill Analytics,"Senior Manager, Engineering",https://www.linkedin.com/in/amara-mkhize-6961,2019-07-30
Rafael Falkenrath,Highmoor Cycles,Director of IT,https://www.linkedin.com/in/rafael-falkenrath-7252,2021-04-08
Casper Rushworth,Ambrose Trading,Head of Innovation,https://www.linkedin.com/in/casper-rushworth-6943,2022-02-27
Silas Drummond,Garrowby Books,Director of IT,https://www.linkedin.com/in/silas-drummond-6272,2024-12-20
Renata Wolstenholme,Garrowby Books,Head of Innovation,https://www.linkedin.com/in/renata-wolstenholme-5263,2016-06-24
Owen Ibarra,Rooksby Legal,Director of IT,https://www.linkedin.com/in/owen-ibarra-1010,2019-12-02
Solveig Salcedo,Vespermill Analytics,Principal Architect,https://www.linkedin.com/in/solveig-salcedo-2540,2025-06-15
Tomás Marchetti,Tannerly Design,Platform Lead,https://www.linkedin.com/in/tomas-marchetti-5306,2021-08-18
Bo Oldfield,Vespermill Analytics,Staff Engineer,https://www.linkedin.com/in/bo-oldfield-6625,2019-08-18
Sloane Wexford,Corbridge Realty,Head of Innovation,https://www.linkedin.com/in/sloane-wexford-6107,2019-12-08
Greta Lindqvist,Whitlock Staffing,Head of Automation,https://www.linkedin.com/in/greta-lindqvist-8706,2023-09-04
Duarte Hartigan,Yardley Print,Chief Information Officer,https://www.linkedin.com/in/duarte-hartigan-4602,2016-08-31
Sabine Thackeray,Ondermark Consulting,Chief Data Officer,https://www.linkedin.com/in/sabine-thackeray-1462,2025-06-09
Ingrid Mkhize,Zenner Foods,Chief Technology Officer,https://www.linkedin.com/in/ingrid-mkhize-5164,2022-08-06
Kofi Achterberg,Dunmowe Travel,Product Director,https://www.linkedin.com/in/kofi-achterberg-5287,2023-01-08
Ansel Vasquez,Garrowby Books,Staff Engineer,https://www.linkedin.com/in/ansel-vasquez-9000,2024-03-22
Tilda Mkhize,Garrowby Books,Product Director,https://www.linkedin.com/in/tilda-mkhize-1143,2023-07-29
Tilda Hartigan,Ondermark Consulting,VP Data & Analytics,https://www.linkedin.com/in/tilda-hartigan-7558,2025-06-19
Niall Grimsby,Redtree Foods,Chief Data Officer,https://www.linkedin.com/in/niall-grimsby-2781,2020-02-25
Perrine Ingleby,Garrowby Books,Director of IT,https://www.linkedin.com/in/perrine-ingleby-7551,2021-01-11
Fenella Wexford,Garrowby Books,Program Manager,https://www.linkedin.com/in/fenella-wexford-8948,2021-12-08
Solveig Drummond,Vespermill Analytics,Director of Software Engineering,https://www.linkedin.com/in/solveig-drummond-6281,2024-01-31
Dev Underhill,Whitlock Staffing,Engineering Manager,https://www.linkedin.com/in/dev-underhill-4912,2021-12-10
Dana Prendergast,Underwood & Vale,Director of IT,https://www.linkedin.com/in/dana-prendergast-4212,2022-08-15
Otto Hartigan,Whitlock Staffing,Director of IT,https://www.linkedin.com/in/otto-hartigan-9496,2020-10-10
Idris Halloran,Tannerly Design,Principal Architect,https://www.linkedin.com/in/idris-halloran-2621,2022-09-24
Rosalind Egerton,Yardley Print,Director of IT,https://www.linkedin.com/in/rosalind-egerton-4706,2018-04-09
Bo Norrington,Inglenook Bakery,Engineering Manager,https://www.linkedin.com/in/bo-norrington-1145,2024-12-20
Marisol Grimsby,Fairbourne Fitness,Product Director,https://www.linkedin.com/in/marisol-grimsby-4388,2021-01-04
Casper Cathcart,Highmoor Cycles,Head of Automation,https://www.linkedin.com/in/casper-cathcart-7047,2019-04-06
Camille Petrossian,Yardley Print,Chief Data Officer,https://www.linkedin.com/in/camille-petrossian-7062,2018-10-16
Elena Ashdown,Ondermark Consulting,Head of Automation,https://www.linkedin.com/in/elena-ashdown-4658,2017-08-30
Odette Jarrold,Underwood & Vale,"Senior Manager, Engineering",https://www.linkedin.com/in/odette-jarrold-3070,2016-06-21
Lucia Crowther,Xanthe Labs,Director of Software Engineering,https://www.linkedin.com/in/lucia-crowther-5638,2021-05-15
Astrid Thackeray,Pale Harbour Studio,SVP Digital,https://www.linkedin.com/in/astrid-thackeray-7648,2017-10-19
Arjun Drummond,Elmsworth Tutors,Chief Data Officer,https://www.linkedin.com/in/arjun-drummond-3299,2022-04-06
Camille Dobrescu,Fairbourne Fitness,Principal Architect,https://www.linkedin.com/in/camille-dobrescu-5569,2023-05-05
Emeka Wexford,Zenner Foods,Director of IT,,2015-12-22
Coretta Falkenrath,Underwood & Vale,Staff Engineer,https://www.linkedin.com/in/coretta-falkenrath-1596,2020-04-19
Sunniva Jarrold,Rooksby Legal,Staff Engineer,https://www.linkedin.com/in/sunniva-jarrold-6072,2023-11-21
Otto Crowther,Elmsworth Tutors,Program Manager,https://www.linkedin.com/in/otto-crowther-5012,2021-04-17
Lucia Kirkbride,Dunmowe Travel,Product Director,https://www.linkedin.com/in/lucia-kirkbride-9089,2016-05-29
·Joaquín Egerton,Xanthe Labs,"Senior Manager, Engineering",https://www.linkedin.com/in/joaquin-egerton-6200,2017-08-29
Perrine Okonkwo,Tannerly Design,Head of Developer Productivity,https://www.linkedin.com/in/perrine-okonkwo-1832,2021-12-01
Xiomara Ibarra,Quintrell Advisory,Engineering Manager,https://www.linkedin.com/in/xiomara-ibarra-6719,2019-07-28
Renata Underhill,Zenner Foods,Chief Operating Officer,https://www.linkedin.com/in/renata-underhill-3046,2018-09-17
Idris Mkhize,Corbridge Realty,Head of Developer Productivity,https://www.linkedin.com/in/idris-mkhize-6897,2020-08-19
Zaid Cardoso,Underwood & Vale,Platform Lead,https://www.linkedin.com/in/zaid-cardoso-3436,2017-05-20
Casper Merriweather,Tannerly Design,Principal Architect,,2022-05-17
Devin Merriweather,Elmsworth Tutors,Principal Architect,https://www.linkedin.com/in/devin-merriweather-6317,2020-07-23
Desmond Rushworth,Fairbourne Fitness,Product Director,https://www.linkedin.com/in/desmond-rushworth-2452,2017-03-03
Imani Drummond,Vespermill Analytics,"Senior Manager, Engineering",https://www.linkedin.com/in/imani-drummond-5585,2022-12-22
Rafael Balogun,Yardley Print,Head of Automation,https://www.linkedin.com/in/rafael-balogun-7273,2022-10-04
Margot Cardoso,Xanthe Labs,Platform Lead,https://www.linkedin.com/in/margot-cardoso-9625,2025-05-21
Dana Zettergren,Xanthe Labs,Director of IT,https://www.linkedin.com/in/dana-zettergren-5614,2017-12-24
Casper Prendergast,Zenner Foods,Head of Automation,https://www.linkedin.com/in/casper-prendergast-3816,2020-10-27
Emeka Højgaard,Ondermark Consulting,Head of Automation,https://www.linkedin.com/in/emeka-hojgaard-4135,2022-06-07
Amara Brenneman,Highmoor Cycles,Staff Engineer,,2020-03-01
Xiomara Salcedo,Xanthe Labs,Platform Lead,https://www.linkedin.com/in/xiomara-salcedo-6452,2018-08-15
Odette Prendergast,Inglenook Bakery,Principal Architect,https://www.linkedin.com/in/odette-prendergast-1890,2017-11-26
Malik Grimsby,Ondermark Consulting,Staff Engineer,https://www.linkedin.com/in/malik-grimsby-8408,2024-04-11
Yara Mkhize,Underwood & Vale,Director of IT,https://www.linkedin.com/in/yara-mkhize-2049,2018-08-08
Gideon Wexford,Yardley Print,Engineering Manager,https://www.linkedin.com/in/gideon-wexford-1192,2025-04-20
Greta Sandoval,Pale Harbour Studio,Staff Engineer,https://www.linkedin.com/in/greta-sandoval-7547,2025-05-26
Sunniva Prendergast,Rooksby Legal,Principal Architect,https://www.linkedin.com/in/sunniva-prendergast-3699,2023-08-16
Wren Brenneman,Highmoor Cycles,VP Data & Analytics,https://www.linkedin.com/in/wren-brenneman-8567,2016-09-25
Sabine Fairweather,Quintrell Advisory,Chief Technology Officer,https://www.linkedin.com/in/sabine-fairweather-8880,2018-04-25
Marisol Merriweather,Highmoor Cycles,Program Manager,https://www.linkedin.com/in/marisol-merriweather-3156,2021-09-21
Emeka Salcedo,Underwood & Vale,Head of Developer Productivity,https://www.linkedin.com/in/emeka-salcedo-4815,2021-07-12
Dev Eastcott,Tannerly Design,Head of Innovation,https://www.linkedin.com/in/dev-eastcott-3791,2020-07-05
Xiomara Okonkwo,Elmsworth Tutors,SVP Digital,https://www.linkedin.com/in/xiomara-okonkwo-4474,2018-01-28
Teodor Norrington,Underwood & Vale,Chief Information Officer,https://www.linkedin.com/in/teodor-norrington-4599,2017-01-30
Leandro Crowther,Highmoor Cycles,"Senior Manager, Engineering",https://www.linkedin.com/in/leandro-crowther-8296,2023-03-09
Amara Lindqvist,Quintrell Advisory,Head of Automation,https://www.linkedin.com/in/amara-lindqvist-4806,2022-10-16
Odette Wolstenholme,Underwood & Vale,Director of IT,https://www.linkedin.com/in/odette-wolstenholme-3954,2016-02-09
Callum Wolstenholme,Bellchamber Media,Engineering Manager,https://www.linkedin.com/in/callum-wolstenholme-3408,2019-10-11
Solveig Cathcart,Yardley Print,Director of IT,https://www.linkedin.com/in/solveig-cathcart-8043,2022-08-07
Callum Jarrold,Corbridge Realty,Principal Architect,https://www.linkedin.com/in/callum-jarrold-9458,2019-07-19
Bo Prendergast,Dunmowe Travel,Chief Data Officer,https://www.linkedin.com/in/bo-prendergast-8002,2018-11-21
Greta Bellinger,Xanthe Labs,Head of Automation,https://www.linkedin.com/in/greta-bellinger-4025,2020-09-04
Anouk Thackeray,Highmoor Cycles,Engineering Manager,https://www.linkedin.com/in/anouk-thackeray-4481,2024-02-13
Sunniva Merriweather,Ambrose Trading,Product Director,https://www.linkedin.com/in/sunniva-merriweather-9931,2017-03-07
Niall Halloran,Bellchamber Media,Principal Architect,,2023-07-13
Yusuf Lindqvist,Xanthe Labs,Product Director,https://www.linkedin.com/in/yusuf-lindqvist-8055,2016-06-16
