name,company,title,profile_url,connected_on
Sunniva Kettleborough,Yardley Print,Director of IT,https://www.linkedin.com/in/sunniva-kettleborough-7317,2019-04-15
Rhys Nakashima,Underwood & Vale,Engineering Manager,https://www.linkedin.com/in/rhys-nakashima-9696,2015-10-04
Renata Vasquez,Yardley Print,Head of Automation,https://www.linkedin.com/in/renata-vasquez-1262,2019-06-11
Ravi Dobrescu,Corbridge Realty,Director of Software Engineering,https://www.linkedin.com/in/ravi-dobrescu-5708,2022-12-01
Tanvi Egerton,Underwood & Vale,Principal Architect,https://www.linkedin.com/in/tanvi-egerton-1144,2025-03-15
Emeka Vandermolen,Yardley Print,Head of Developer Productivity,https://www.linkedin.com/in/emeka-vandermolen-7893,2022-02-27
Devin Zubkov,Garrowby Books,Engineering Manager,https://www.linkedin.com/in/devin-zubkov-2864,2023-07-04
Devin Thackeray,Underwood & Vale,Staff Engineer,https://www.linkedin.com/in/devin-thackeray-9804,2020-09-20
Tilda Quillane,Tannerly Design,Platform Lead,https://www.linkedin.com/in/tilda-quillane-4559,2024-09-08
Owen Eastcott,Ambrose Trading,Chief Technology Officer,https://www.linkedin.com/in/owen-eastcott-3184,2022-05-02
Tilda Vasquez,Vespermill Analytics,Chief Data Officer,https://www.linkedin.com/in/tilda-vasquez-8350,2018-10-21
Niall Hartigan,Rooksby Legal,Staff Engineer,https://www.linkedin.com/in/niall-hartigan-3334,2020-07-24
Renata Wexford,Xanthe Labs,Principal Architect,https://www.linkedin.com/in/renata-wexford-3660,2021-05-02
Emeka Sandoval,Bellchamber Media,Engineering Manager,https://www.linkedin.com/in/emeka-sandoval-9216,2024-01-19
Saoirse Vandermolen,Zenner Foods,Head of Automation,https://www.linkedin.com/in/saoirse-vandermolen-1893,2022-07-11
Hana Prendergast,Rooksby Legal,Engineering Manager,https://www.linkedin.com/in/hana-prendergast-4778,2022-07-25
Idris Prendergast,Underwood & Vale,Head of Innovation,https://www.linkedin.com/in/idris-prendergast-7913,2023-02-06
Bertrand Quillane,Tannerly Design,Engineering Manager,https://www.linkedin.com/in/bertrand-quillane-9490,2020-09-28
Freya Merriweather,Garrowby Books,Chief Information Officer,https://www.linkedin.com/in/freya-merriweather-4919,2016-08-11
Marisol Brenneman,Tannerly Design,Platform Lead,https://www.linkedin.com/in/marisol-brenneman-8915,2021-06-22
Yara Kettleborough,Whitlock Staffing,Platform Lead,https://www.linkedin.com/in/yara-kettleborough-6567,2022-08-20
Yusuf Lomsadze,Fairbourne Fitness,Head of Innovation,https://www.linkedin.com/in/yusuf-lomsadze-5409,2021-07-31
Hana Cathcart,Tannerly Design,Head of Platform Engineering,,2018-06-21
Margot Balogun,Underwood & Vale,Engineering Manager,https://www.linkedin.com/in/margot-balogun-2165,2021-01-25
Kwame Balogun,Fairbourne Fitness,Director of IT,https://www.linkedin.com/in/kwame-balogun-2627,2024-06-08
Liesel Dobrescu,Dunmowe Travel,Principal Architect,https://www.linkedin.com/in/liesel-dobrescu-7415,2015-11-21
Freya Rushworth,Dunmowe Travel,Head of Platform Engineering,https://www.linkedin.com/in/freya-rushworth-9657,2020-07-27
Perrine Fontaine,Ondermark Consulting,Principal Architect,https://www.linkedin.com/in/perrine-fontaine-2538,2017-08-13
Lucia Yarrow,Quintrell Advisory,"Senior Manager, Engineering",https://www.linkedin.com/in/lucia-yarrow-9038,2016-08-14
Marisol Marchetti,Bellchamber Media,Principal Architect,https://www.linkedin.com/in/marisol-marchetti-3858,2019-01-28
Kwame Ashdown,Rooksby Legal,VP Enterprise Architecture,https://www.linkedin.com/in/kwame-ashdown-2811,2015-12-06
Ilse Achterberg,Garrowby Books,Chief Information Officer,https://www.linkedin.com/in/ilse-achterberg-1624,2016-09-18
Yusuf Zettergren,Ambrose Trading,Program Manager,https://www.linkedin.com/in/yusuf-zettergren-2583,2021-04-09
Tanvi Falkenrath,Underwood & Vale,Chief Technology Officer,https://www.linkedin.com/in/tanvi-falkenrath-9970,2021-12-19
Tilda Sandoval,Ambrose Trading,VP Enterprise Architecture,https://www.linkedin.com/in/tilda-sandoval-8911,2018-10-05
Mei Jarrold,Inglenook Bakery,Platform Lead,https://www.linkedin.com/in/mei-jarrold-4095,2016-03-24
Zaid Cathcart,Fairbourne Fitness,Program Manager,https://www.linkedin.com/in/zaid-cathcart-4365,2016-07-05
Ingrid Fontaine,Zenner Foods,Program Manager,,2024-06-24
Leandro Norrington,Elmsworth Tutors,Engineering Manager,https://www.linkedin.com/in/leandro-norrington-3310,2020-06-24
Coretta Eastcott,Bellchamber Media,Staff Engineer,https://www.linkedin.com/in/coretta-eastcott-8937,2016-07-07
Matteo Cardoso,Quintrell Advisory,Program Manager,https://www.linkedin.com/in/matteo-cardoso-8161,2024-05-12
·Joaquín Halloran,Ambrose Trading,Chief Information Officer,https://www.linkedin.com/in/joaquin-halloran-7066,2017-04-03
Liesel Fairweather,Fairbourne Fitness,Head of Innovation,https://www.linkedin.com/in/liesel-fairweather-3520,2022-07-05
Malik Cardoso,Tannerly Design,Chief Data Officer,https://www.linkedin.com/in/malik-cardoso-8860,2021-11-01
Lucia Ferreira,Rooksby Legal,Product Director,https://www.linkedin.com/in/lucia-ferreira-6671,2017-12-04
Rhys Wolstenholme,Zenner Foods,Product Director,https://www.linkedin.com/in/rhys-wolstenholme-8575,2016-01-13
Freya Okonkwo,Corbridge Realty,Engineering Manager,https://www.linkedin.com/in/freya-okonkwo-7089,2022-07-31
Coretta Bellinger,Redtree Foods,VP Data & Analytics,https://www.linkedin.com/in/coretta-bellinger-7016,2014-07-03
Rhys Bellinger,Zenner Foods,Director of Software Engineering,https://www.linkedin.com/in/rhys-bellinger-7541,2016-07-11
Rhys Underhill,Xanthe Labs,Director of Software Engineering,https://www.linkedin.com/in/rhys-underhill-2533,2019-09-08
·Joaquín Isenberg,Dunmowe Travel,Platform Lead,https://www.linkedin.com/in/joaquin-isenberg-5802,2024-03-17
Kofi Havercamp,Elmsworth Tutors,Platform Lead,https://www.linkedin.com/in/kofi-havercamp-6934,2025-01-31
Gideon Eastcott,Tannerly Design,Staff Engineer,https://www.linkedin.com/in/gideon-eastcott-9770,2018-08-23
Tanvi Eastcott,Ironvale Steel,Chief Data Officer,https://www.linkedin.com/in/tanvi-eastcott-4875,2027-07-04
Freya Havercamp,Hollowbrook Grocers,Staff Engineer,https://www.linkedin.com/in/freya-havercamp-7302,2022-05-16
Espen Norrington,Garrowby Books,Director of IT,https://www.linkedin.com/in/espen-norrington-5836,2021-07-17
Hugo Petrossian,Zenner Foods,Chief Operating Officer,https://www.linkedin.com/in/hugo-petrossian-4105,2020-12-28
Nadia Vasquez,Tannerly Design,Director of IT,https://www.linkedin.com/in/nadia-vasquez-2911,2021-10-18
Kwame Egerton,Ondermark Consulting,Director of IT,https://www.linkedin.com/in/kwame-egerton-5777,2020-06-18
Greta Fairweather,Elmsworth Tutors,VP Engineering,https://www.linkedin.com/in/greta-fairweather-5706,2017-08-30
Freya Mkhize,Tannerly Design,Platform Lead,,2016-07-01
Ravi Havercamp,Ondermark Consulting,Chief Information Officer,https://www.linkedin.com/in/ravi-havercamp-9898,2017-05-01
Niall Rushworth,Dunmowe Travel,Director of IT,https://www.linkedin.com/in/niall-rushworth-4853,2018-08-29
Casper Sandoval,Garrowby Books,Staff Engineer,https://www.linkedin.com/in/casper-sandoval-5408,2018-03-24
Anouk Marchetti,Underwood & Vale,"Senior Manager, Engineering",https://www.linkedin.com/in/anouk-marchetti-1709,2023-01-31
Coretta Cardoso,Garrowby Books,Chief Technology Officer,https://www.linkedin.com/in/coretta-cardoso-1816,2020-08-05
Tilda Kirkbride,Ondermark Consulting,Director of IT,https://www.linkedin.com/in/tilda-kirkbride-5510,2018-03-09
Odette Underhill,Garrowby Books,Platform Lead,https://www.linkedin.com/in/odette-underhill-2121,2025-02-07
Sunniva Wolstenholme,Tannerly Design,Program Manager,https://www.linkedin.com/in/sunniva-wolstenholme-9746,2021-01-31
Perrine Ibarra,Yardley Print,Head of Automation,https://www.linkedin.com/in/perrine-ibarra-9960,2022-10-25
Sabine Bellinger,Vespermill Analytics,Director of IT,https://www.linkedin.com/in/sabine-bellinger-1717,2024-01-28
Astrid Ferreira,Rooksby Legal,Director of IT,https://www.linkedin.com/in/astrid-ferreira-3323,2022-04-04
Elena Fontaine,Yardley Print,Head of Developer Productivity,https://www.linkedin.com/in/elena-fontaine-5122,2020-02-05
Elena Zettergren,Zenner Foods,Platform Lead,https://www.linkedin.com/in/elena-zettergren-8208,2017-01-29
·Joaquín Marchetti,Corbridge Realty,Head of Developer Productivity,,2021-01-17
Callum Drummond,Vespermill Analytics,VP Engineering,https://www.linkedin.com/in/callum-drummond-8963,2017-08-11
Sunniva Lomsadze,Rooksby Legal,VP Data & Analytics,https://www.linkedin.com/in/sunniva-lomsadze-1392,2017-03-07
Yusuf Salcedo,Ambrose Trading,"Senior Manager, Engineering",https://www.linkedin.com/in/yusuf-salcedo-3570,2019-11-26
Saoirse Isenberg,Whitlock Staffing,Head of Automation,https://www.linkedin.com/in/saoirse-isenberg-1642,2021-12-28
Marisol Hartigan,Pale Harbour Studio,Engineering Manager,https://www.linkedin.com/in/marisol-hartigan-1482,2019-09-16
Noor Vasquez,Elmsworth Tutors,"Senior Manager, Engineering",https://www.linkedin.com/in/noor-vasquez-6620,2019-05-24
Xiomara Oldfield,Underwood & Vale,Platform Lead,https://www.linkedin.com/in/xiomara-oldfield-6465,2023-12-28
Imani Marchetti,Xanthe Labs,Director of Software Engineering,https://www.linkedin.com/in/imani-marchetti-1681,2022-01-23
Ansel Dobrescu,Yardley Print,Platform Lead,https://www.linkedin.com/in/ansel-dobrescu-7032,2024-08-18
Bertrand Cardoso,Yarrowdale Media,Director of IT,https://www.linkedin.com/in/bertrand-cardoso-4637,2022-11-15
Desmond Egerton,Rooksby Legal,Head of Automation,https://www.linkedin.com/in/desmond-egerton-5027,2015-10-12
Desmond Isenberg,Bellchamber Media,"Senior Manager, Engineering",https://www.linkedin.com/in/desmond-isenberg-5779,2020-10-16
Imani Brenneman,Tannerly Design,Staff Engineer,https://www.linkedin.com/in/imani-brenneman-4174,2018-08-20
Fenella Grimsby,Corbridge Realty,"Senior Manager, Engineering",https://www.linkedin.com/in/fenella-grimsby-9733,2024-02-16
Leandro Petrossian,Rooksby Legal,Engineering Manager,https://www.linkedin.com/in/leandro-petrossian-7260,2024-06-12
Odette Isenberg,Whitlock Staffing,Staff Engineer,https://www.linkedin.com/in/odette-isenberg-7529,2021-08-28
Odette Kirkbride,Ambrose Trading,Program Manager,https://www.linkedin.com/in/odette-kirkbride-8522,2016-09-28
Yara Salcedo,Highmoor Cycles,Platform Lead,https://www.linkedin.com/in/yara-salcedo-3450,2023-05-21
Bertrand Kirkbride,Fairbourne Fitness,Head of Automation,https://www.linkedin.com/in/bertrand-kirkbride-1292,2024-05-24
Nadia Wolstenholme,Quintrell Advisory,"Senior Manager, Engineering",,2023-07-26
Hugo Wolstenholme,Rooksby Legal,Program Manager,https://www.linkedin.com/in/hugo-wolstenholme-8880,2016-03-26
Yusuf Ingleby,Whitlock Staffing,Staff Engineer,https://www.linkedin.com/in/yusuf-ingleby-4921,2017-04-02
Mei Lindqvist,Zenner Foods,VP Enterprise Architecture,https://www.linkedin.com/in/mei-lindqvist-9369,2025-04-25
Astrid Ibarra,Garrowby Books,Head of Innovation,https://www.linkedin.com/in/astrid-ibarra-3655,2025-03-07
Sloane Bellinger,Underwood & Vale,Staff Engineer,https://www.linkedin.com/in/sloane-bellinger-5358,2022-02-11
Niall Sandoval,Ondermark Consulting,Engineering Manager,https://www.linkedin.com/in/niall-sandoval-7499,2024-10-22
Amara Ashdown,Bellchamber Media,Platform Lead,https://www.linkedin.com/in/amara-ashdown-7554,2023-10-28
Wren Cathcart,Zenner Foods,VP Enterprise Architecture,https://www.linkedin.com/in/wren-cathcart-7214,2025-02-09
Owen Marchetti,Elmsworth Tutors,Product Director,https://www.linkedin.com/in/owen-marchetti-2057,2018-08-18
Odette Quillane,Rooksby Legal,Chief Digital Officer,https://www.linkedin.com/in/odette-quillane-6532,2022-12-08
Fenella Yarrow,Xanthe Labs,Director of Software Engineering,https://www.linkedin.com/in/fenella-yarrow-5249,2016-02-20
Perrine Lomsadze,Garrowby Books,Engineering Manager,https://www.linkedin.com/in/perrine-lomsadze-1733,2019-08-06
Wren Thackeray,Ambrose Trading,Principal Architect,https://www.linkedin.com/in/wren-thackeray-1740,2019-07-12
Bertrand Vasquez,Underwood & Vale,Product Director,https://www.linkedin.com/in/bertrand-vasquez-6084,2018-07-23
Lucia Lomsadze,Vespermill Analytics,Director of IT,https://www.linkedin.com/in/lucia-lomsadze-1834,2025-02-19
Rosalind Dellinger,Elmsworth Tutors,Chief Technology Officer,,2018-12-12
Yusuf Cathcart,Highmoor Cycles,Product Director,https://www.linkedin.com/in/yusuf-cathcart-8721,2024-02-17
Ravi Ibarra,Corbridge Realty,Head of Innovation,https://www.linkedin.com/in/ravi-ibarra-2644,2023-07-14
Imani Prendergast,Highmoor Cycles,SVP Digital,https://www.linkedin.com/in/imani-prendergast-4154,2024-09-10
Lucia Wolstenholme,Corbridge Realty,Head of Innovation,https://www.linkedin.com/in/lucia-wolstenholme-2884,2015-10-12
Silas Ibarra,Highmoor Cycles,Platform Lead,https://www.linkedin.com/in/silas-ibarra-8214,2022-05-22
Lucia Salcedo,Rooksby Legal,Principal Architect,https://www.linkedin.com/in/lucia-salcedo-6551,2025-05-08
Kwame Havercamp,Vespermill Analytics,Head of Automation,https://www.linkedin.com/in/kwame-havercamp-7622,2023-12-05
Arjun Lindqvist,Pale Harbour Studio,Program Manager,https://www.linkedin.com/in/arjun-lindqvist-4513,2019-12-11
Bram Ashdown,Highmoor Cycles,Head of Automation,https://www.linkedin.com/in/bram-ashdown-6349,2022-04-15
Zaid Fontaine,Nortonbury Logistics,Chief Operating Officer,https://www.linkedin.com/in/zaid-fontaine-2809,2024-11-24
Marisol Kirkbride,Bellchamber Media,Principal Architect,https://www.linkedin.com/in/marisol-kirkbride-4459,2017-08-24
Sunniva Ingleby,Quintrell Advisory,Head of Automation,https://www.linkedin.com/in/sunniva-ingleby-9511,2016-02-07
Arjun Højgaard,Dunmowe Travel,VP Enterprise Architecture,https://www.linkedin.com/in/arjun-hojgaard-4935,2019-05-14
Silas Dobrescu,Ambrose Trading,Head of Automation,https://www.linkedin.com/in/silas-dobrescu-8023,2023-04-08
Leandro Dobrescu,Rooksby Legal,Product Director,https://www.linkedin.com/in/leandro-dobrescu-4434,2018-12-31
Bertrand Cathcart,Bellchamber Media,Chief Operating Officer,https://www.linkedin.com/in/bertrand-cathcart-7644,2019-03-22
Rafael Sandoval,Underwood & Vale,Director of IT,https://www.linkedin.com/in/rafael-sandoval-4022,2021-08-03
Teodor Vasquez,Underwood & Vale,VP Engineering,https://www.linkedin.com/in/teodor-vasquez-7286,2023-10-16
Hana Dobrescu,Quintrell Advisory,Chief Operating Officer,https://www.linkedin.com/in/hana-dobrescu-3894,2018-04-28
Arjun Oldfield,Bellchamber Media,Chief Technology Officer,https://www.linkedin.com/in/arjun-oldfield-3996,2022-04-21
Saoirse Wolstenholme,Pale Harbour Studio,Program Manager,https://www.linkedin.com/in/saoirse-wolstenholme-4502,2016-07-09
Freya Egerton,Rooksby Legal,Principal Architect,https://www.linkedin.com/in/freya-egerton-8691,2022-12-18
Imani Underhill,Ambrose Trading,Engineering Manager,https://www.linkedin.com/in/imani-underhill-7928,2018-10-30
Devin Glückstein,Fairbourne Fitness,Engineering Manager,https://www.linkedin.com/in/devin-gluckstein-7618,2019-09-10
Silas Wexford,Underwood & Vale,Principal Architect,https://www.linkedin.com/in/silas-wexford-3671,2019-09-13
Idris Vandermolen,Ondermark Consulting,Program Manager,https://www.linkedin.com/in/idris-vandermolen-2692,2015-09-28
Hugo Hartigan,Quintrell Advisory,Head of Developer Productivity,https://www.linkedin.com/in/hugo-hartigan-7932,2019-08-17
Devin Ibarra,Xanthe Labs,Program Manager,https://www.linkedin.com/in/devin-ibarra-3372,2020-02-05
Owen Ashdown,Quintrell Advisory,Director of Software Engineering,https://www.linkedin.com/in/owen-ashdown-4742,2019-09-13
Leandro Wolstenholme,Inglenook Bakery,VP Engineering,https://www.linkedin.com/in/leandro-wolstenholme-7199,2025-02-11
·Joaquín Prendergast,Vespermill Analytics,"Senior Manager, Engineering",https://www.linkedin.com/in/joaquin-prendergast-7560,2022-08-05
Gideon Zettergren,Bellchamber Media,Chief Operating Officer,https://www.linkedin.com/in/gideon-zettergren-8518,2024-10-13
Owen Rushworth,Ondermark Consulting,Program Manager,https://www.linkedin.com/in/owen-rushworth-5061,2017-10-21
Bram Jarrold,Garrowby Books,"Senior Manager, Engineering",https://www.linkedin.com/in/bram-jarrold-6049,2019-01-17
Teodor Lindqvist,Ondermark Consulting,Product Director,https://www.linkedin.com/in/teodor-lindqvist-1279,2021-04-24
Elena Cathcart,Highmoor Cycles,Head of Automation,https://www.linkedin.com/in/elena-cathcart-5251,2019-08-02
Niall Isenberg,Pale Harbour Studio,Head of Developer Productivity,https://www.linkedin.com/in/niall-isenberg-3143,2023-12-07
Yusuf Wolstenholme,Bexley Bioworks,Chief Information Officer,https://www.linkedin.com/in/yusuf-wolstenholme-5343,2026-07-07
Desmond Højgaard,Quintrell Advisory,Staff Engineer,https://www.linkedin.com/in/desmond-hojgaard-9055,2021-09-20
Camille Bellinger,Garrowby Books,Head of Innovation,https://www.linkedin.com/in/camille-bellinger-5614,2018-02-04
Matteo Jarrold,Pale Harbour Studio,Staff Engineer,https://www.linkedin.com/in/matteo-jarrold-8354,2020-04-01
Dev Lomsadze,Rooksby Legal,Head of Developer Productivity,https://www.linkedin.com/in/dev-lomsadze-8035,2016-10-22
Ravi Ingleby,Yardley Print,Engineering Manager,https://www.linkedin.com/in/ravi-ingleby-1174,2022-11-19
Owen Jarrold,Rooksby Legal,VP Enterprise Architecture,https://www.linkedin.com/in/owen-jarrold-5039,2020-07-21
Casper Kirkbride,Rooksby Legal,Principal Architect,https://www.linkedin.com/in/casper-kirkbride-9663,2020-07-08
Niall Drummond,Whitlock Staffing,Principal Architect,https://www.linkedin.com/in/niall-drummond-8997,2016-11-04
Malik Halloran,Highmoor Cycles,Product Director,https://www.linkedin.com/in/malik-halloran-1070,2024-03-05
Dana Havercamp,Xanthe Labs,Director of Software Engineering,https://www.linkedin.com/in/dana-havercamp-7388,2023-06-09
Solveig Nakashima,Xanthe Labs,Director of IT,https://www.linkedin.com/in/solveig-nakashima-8659,2016-10-14
Curtis Havercamp,Quintrell Advisory,Director of Software Engineering,https://www.linkedin.com/in/curtis-havercamp-5314,2017-06-28
Hana Oyelaran,Rooksby Legal,Head of Developer Productivity,https://www.linkedin.com/in/hana-oyelaran-7362,2017-11-04
Duarte Eastcott,Elmsworth Tutors,Head of Automation,https://www.linkedin.com/in/duarte-eastcott-7144,2018-11-14
Dev Crowther,Highmoor Cycles,VP Engineering,https://www.linkedin.com/in/dev-crowther-3732,2019-01-07
Sunniva Achterberg,Elmsworth Tutors,Chief Data Officer,https://www.linkedin.com/in/sunniva-achterberg-5499,2023-09-04
Odette Merriweather,Xanthe Labs,Chief Digital Officer,https://www.linkedin.com/in/odette-merriweather-7549,2019-12-02
Leandro Isenberg,Zenner Foods,Head of Platform Engineering,https://www.linkedin.com/in/leandro-isenberg-2098,2021-06-24
Niall Prendergast,Garrowby Books,Head of Automation,https://www.linkedin.com/in/niall-prendergast-9503,2016-05-13
Gideon Prendergast,Pale Harbour Studio,VP Data & Analytics,https://www.linkedin.com/in/gideon-prendergast-3573,2016-06-07
Idris Dobrescu,Fairbourne Fitness,Principal Architect,https://www.linkedin.com/in/idris-dobrescu-5032,2016-12-26
Tilda Dobrescu,Zenner Foods,Head of Automation,https://www.linkedin.com/in/tilda-dobrescu-6325,2019-04-09
Imani Dellinger,Inglenook Bakery,Principal Architect,https://www.linkedin.com/in/imani-dellinger-4813,2020-12-30
Ravi Isenberg,Fairbourne Fitness,Head of Innovation,https://www.linkedin.com/in/ravi-isenberg-4636,2018-01-01
Marcus Ashdown,Pale Harbour Studio,Chief Operating Officer,https://www.linkedin.com/in/marcus-ashdown-7696,2016-01-29
Rosalind Ashdown,Rooksby Legal,Product Director,https://www.linkedin.com/in/rosalind-ashdown-3269,2021-05-12
Astrid Bellinger,Garrowby Books,Staff Engineer,,2022-05-05
Coretta Ingleby,Elmsworth Tutors,Program Manager,https://www.linkedin.com/in/coretta-ingleby-4355,2018-10-30
Owen Cathcart,Garrowby Books,Principal Architect,https://www.linkedin.com/in/owen-cathcart-2600,2025-06-08
Nadia Underhill,Highmoor Cycles,Product Director,https://www.linkedin.com/in/nadia-underhill-1643,2016-12-20
Yusuf Prendergast,Garrowby Books,Head of Innovation,https://www.linkedin.com/in/yusuf-prendergast-1065,2018-06-28
Wren Ashdown,Yardley Print,Head of Automation,https://www.linkedin.com/in/wren-ashdown-5761,2016-06-01
Freya Underhill,Bellchamber Media,Product Director,https://www.linkedin.com/in/freya-underhill-3894,2020-02-09
Tanvi Kettleborough,Underwood & Vale,"Senior Manager, Engineering",https://www.linkedin.com/in/tanvi-kettleborough-5963,2024-01-19
Hana Thackeray,Tannerly Design,Director of IT,https://www.linkedin.com/in/hana-thackeray-4894,2022-02-21
Kian Okonkwo,Quintrell Advisory,VP Data & Analytics,https://www.linkedin.com/in/kian-okonkwo-7077,2024-09-17
Perrine Crowther,Zenner Foods,Program Manager,https://www.linkedin.com/in/perrine-crowther-2668,2021-12-31
Sabine Lomsadze,Garrowby Books,Product Director,https://www.linkedin.com/in/sabine-lomsadze-1143,2022-11-08
Hugo Ibarra,Elmsworth Tutors,Platform Lead,https://www.linkedin.com/in/hugo-ibarra-3356,2018-01-17
Imani Cathcart,Ondermark Consulting,Staff Engineer,https://www.linkedin.com/in/imani-cathcart-2875,2023-08-17
