name,company,title,profile_url,connected_on
Fenella Marchetti,Ambrose Trading,Program Manager,https://www.linkedin.com/in/fenella-marchetti-7399,2022-02-19
Anouk Vandermolen,Zenner Foods,Chief Technology Officer,https://www.linkedin.com/in/anouk-vandermolen-7833,2018-07-28
Noor Cathcart,Garrowby Books,VP Data & Analytics,https://www.linkedin.com/in/noor-cathcart-2855,2022-09-25
Kwame Cathcart,Zenner Foods,Principal Architect,https://www.linkedin.com/in/kwame-cathcart-2857,2017-01-28
Casper Vasquez,Underwood & Vale,Head of Innovation,https://www.linkedin.com/in/casper-vasquez-5976,2020-08-20
Anouk Yarrow,Xanthe Labs,Head of Automation,https://www.linkedin.com/in/anouk-yarrow-2335,2015-10-13
Rosalind Thackeray,Fairbourne Fitness,"Senior Manager, Engineering",https://www.linkedin.com/in/rosalind-thackeray-9469,2021-01-29
Desmond Norrington,Tannerly Design,Principal Architect,https://www.linkedin.com/in/desmond-norrington-9544,2017-03-28
Astrid Lindqvist,Dunmowe Travel,Head of Automation,https://www.linkedin.com/in/astrid-lindqvist-4307,2023-04-16
Gideon Dellinger,Tannerly Design,Engineering Manager,https://www.linkedin.com/in/gideon-dellinger-2075,2015-12-29
Marcus Drummond,Xanthe Labs,Director of IT,https://www.linkedin.com/in/marcus-drummond-9165,2021-02-22
Liesel Mkhize,Pale Harbour Studio,Director of IT,https://www.linkedin.com/in/liesel-mkhize-9958,2020-01-04
Kofi Norrington,Highmoor Cycles,"Senior Manager, Engineering",https://www.linkedin.com/in/kofi-norrington-8748,2016-09-28
Gideon Cardoso,Dunmowe Travel,Chief Operating Officer,https://www.linkedin.com/in/gideon-cardoso-5880,2019-03-13
Mei Fairweather,Dunmowe Travel,Head of Developer Productivity,https://www.linkedin.com/in/mei-fairweather-1407,2020-01-11
Xiomara Drummond,Elmsworth Tutors,Platform Lead,https://www.linkedin.com/in/xiomara-drummond-2578,2018-01-13
Saoirse Nakashima,Elmsworth Tutors,Chief Data Officer,https://www.linkedin.com/in/saoirse-nakashima-8995,2016-02-24
Ilse Glückstein,Xanthe Labs,Program Manager,https://www.linkedin.com/in/ilse-gluckstein-4604,2020-05-22
Kwame Isenberg,Dunmowe Travel,Director of IT,https://www.linkedin.com/in/kwame-isenberg-4633,2017-07-13
Curtis Dellinger,Fairbourne Fitness,Head of Innovation,https://www.linkedin.com/in/curtis-dellinger-7489,2020-07-03
Yara Glückstein,Ambrose Trading,Chief Data Officer,https://www.linkedin.com/in/yara-gluckstein-7972,2021-12-03
Noor Quillane,Dunmowe Travel,VP Engineering,https://www.linkedin.com/in/noor-quillane-1485,2018-12-03
Callum Thackeray,Bellchamber Media,Chief Data Officer,https://www.linkedin.com/in/callum-thackeray-4061,2025-03-26
Teodor Mkhize,Highmoor Cycles,Director of Software Engineering,https://www.linkedin.com/in/teodor-mkhize-3765,2021-09-15
Rhys Vandermolen,Xanthe Labs,Chief Technology Officer,https://www.linkedin.com/in/rhys-vandermolen-1027,2016-08-09
Espen Mkhize,Dunmowe Travel,Director of IT,https://www.linkedin.com/in/espen-mkhize-4413,2017-09-07
Imani Vandermolen,Tannerly Design,Staff Engineer,https://www.linkedin.com/in/imani-vandermolen-8456,2021-11-26
·Joaquín Balogun,Bellchamber Media,Chief Digital Officer,https://www.linkedin.com/in/joaquin-balogun-5584,2024-03-28
Gideon Ferreira,Ondermark Consulting,"Senior Manager, Engineering",https://www.linkedin.com/in/gideon-ferreira-2603,2020-02-20
Emeka Fairweather,Dunmowe Travel,Head of Innovation,https://www.linkedin.com/in/emeka-fairweather-2432,2025-01-28
Tilda Balogun,Rooksby Legal,VP Enterprise Architecture,https://www.linkedin.com/in/tilda-balogun-5027,2023-05-29
Espen Marchetti,Inglenook Bakery,"Senior Manager, Engineering",https://www.linkedin.com/in/espen-marchetti-8178,2022-10-12
Callum Crowther,Corbridge Realty,Engineering Manager,https://www.linkedin.com/in/callum-crowther-4782,2023-07-24
Sabine Prendergast,Garrowby Books,Platform Lead,https://www.linkedin.com/in/sabine-prendergast-5970,2025-05-03
Margot Egerton,Yardley Print,Engineering Manager,https://www.linkedin.com/in/margot-egerton-1599,2022-12-28
Hugo Lindqvist,Zenner Foods,"Senior Manager, Engineering",https://www.linkedin.com/in/hugo-lindqvist-8221,2025-01-25
Perrine Zettergren,Pale Harbour Studio,Program Manager,https://www.linkedin.com/in/perrine-zettergren-3163,2020-03-08
Teodor Egerton,Ondermark Consulting,Product Director,https://www.linkedin.com/in/teodor-egerton-1544,2020-11-17
Priya Yarrow,Ondermark Consulting,Head of Innovation,https://www.linkedin.com/in/priya-yarrow-3660,2020-02-19
Ansel Petrossian,Tannerly Design,Director of IT,https://www.linkedin.com/in/ansel-petrossian-9880,2022-05-15
Espen Dobrescu,Elmsworth Tutors,Principal Architect,https://www.linkedin.com/in/espen-dobrescu-1190,2016-12-26
Ravi Egerton,Xanthe Labs,Engineering Manager,https://www.linkedin.com/in/ravi-egerton-7451,2020-04-20
Niall Oyelaran,Pale Harbour Studio,Program Manager,https://www.linkedin.com/in/niall-oyelaran-2669,2022-05-11
Xiomara Ingleby,Whitlock Staffing,VP Data & Analytics,https://www.linkedin.com/in/xiomara-ingleby-9384,2024-12-06
Dev Bellinger,Inglenook Bakery,"Senior Manager, Engineering",https://www.linkedin.com/in/dev-bellinger-9896,2015-09-30
Silas Sandoval,Xanthe Labs,Director of IT,https://www.linkedin.com/in/silas-sandoval-1331,2021-01-30
Owen Zettergren,Fairbourne Fitness,Program Manager,https://www.linkedin.com/in/owen-zettergren-5507,2017-04-11
Bram Højgaard,Zenner Foods,VP Enterprise Architecture,,2021-07-20
Bo Drummond,Highmoor Cycles,Engineering Manager,https://www.linkedin.com/in/bo-drummond-5560,2016-10-10
Bo Falkenrath,Corbridge Realty,Head of Innovation,https://www.linkedin.com/in/bo-falkenrath-1284,2024-12-24
Otto Mkhize,Ondermark Consulting,SVP Digital,https://www.linkedin.com/in/otto-mkhize-2897,2017-04-06
Bram Bellinger,Inglenook Bakery,Chief Information Officer,https://www.linkedin.com/in/bram-bellinger-4978,2023-04-08
Greta Prendergast,Fairbourne Fitness,Product Director,https://www.linkedin.com/in/greta-prendergast-6166,2023-05-20
Freya Yarrow,Vespermill Analytics,Director of Software Engineering,https://www.linkedin.com/in/freya-yarrow-8152,2024-12-24
Leandro Salcedo,Dunmowe Travel,Program Manager,https://www.linkedin.com/in/leandro-salcedo-6594,2023-11-29
Saoirse Sandoval,Quintrell Advisory,Principal Architect,https://www.linkedin.com/in/saoirse-sandoval-6565,2017-12-10
Yusuf Kettleborough,Elmsworth Tutors,Staff Engineer,https://www.linkedin.com/in/yusuf-kettleborough-3033,2017-03-14
Casper Achterberg,Quintrell Advisory,Program Manager,https://www.linkedin.com/in/casper-achterberg-8269,2017-11-03
Kian Havercamp,Xanthe Labs,Principal Architect,https://www.linkedin.com/in/kian-havercamp-9273,2018-06-02
Rhys Cardoso,Elmsworth Tutors,Head of Innovation,https://www.linkedin.com/in/rhys-cardoso-1393,2024-04-26
Ravi Yarrow,Whitlock Staffing,Product Director,https://www.linkedin.com/in/ravi-yarrow-5520,2017-08-01
Fenella Petrossian,Fairbourne Fitness,Director of IT,https://www.linkedin.com/in/fenella-petrossian-7515,2018-08-25
Liesel Hartigan,Dunmowe Travel,Principal Architect,https://www.linkedin.com/in/liesel-hartigan-3366,2023-01-27
Tilda Grimsby,Xanthe Labs,Head of Innovation,https://www.linkedin.com/in/tilda-grimsby-6837,2018-10-26
Saoirse Crowther,Highmoor Cycles,Chief Data Officer,https://www.linkedin.com/in/saoirse-crowther-1183,2023-01-06
Tanvi Salcedo,Pale Harbour Studio,Head of Platform Engineering,https://www.linkedin.com/in/tanvi-salcedo-2555,2022-09-20
Leandro Dellinger,Elmsworth Tutors,Chief Data Officer,,2017-08-11
Gideon Drummond,Vespermill Analytics,Chief Data Officer,https://www.linkedin.com/in/gideon-drummond-9702,2016-02-03
Tomás Sandoval,Whitlock Staffing,Principal Architect,https://www.linkedin.com/in/tomas-sandoval-4559,2018-02-06
·Joaquín Zubkov,Inglenook Bakery,Chief Operating Officer,https://www.linkedin.com/in/joaquin-zubkov-9237,2019-06-30
Leandro Hartigan,Garrowby Books,Engineering Manager,https://www.linkedin.com/in/leandro-hartigan-3755,2024-09-08
Emeka Rushworth,Vespermill Analytics,Product Director,https://www.linkedin.com/in/emeka-rushworth-3247,2023-03-10
Liesel Glückstein,Dunmowe Travel,Product Director,https://www.linkedin.com/in/liesel-gluckstein-4330,2020-12-04
Bertrand Okonkwo,Pale Harbour Studio,Staff Engineer,https://www.linkedin.com/in/bertrand-okonkwo-7488,2021-12-23
Leandro Mkhize,Vespermill Analytics,Principal Architect,https://www.linkedin.com/in/leandro-mkhize-7440,2024-08-14
Tomás Vandermolen,Elmsworth Tutors,Product Director,https://www.linkedin.com/in/tomas-vandermolen-1559,2017-03-26
Tanvi Lomsadze,Elmsworth Tutors,SVP Digital,https://www.linkedin.com/in/tanvi-lomsadze-7609,2016-10-03
Solveig Achterberg,Underwood & Vale,Program Manager,https://www.linkedin.com/in/solveig-achterberg-2003,2021-02-17
Sloane Mkhize,Corbridge Realty,Head of Developer Productivity,https://www.linkedin.com/in/sloane-mkhize-1522,2019-02-06
Hana Fairweather,Zenner Foods,SVP Digital,https://www.linkedin.com/in/hana-fairweather-8759,2017-07-23
Rhys Petrossian,Ondermark Consulting,Product Director,,2016-03-22
Silas Crowther,Xanthe Labs,Staff Engineer,https://www.linkedin.com/in/silas-crowther-1354,2020-06-17
Ansel Wolstenholme,Underwood & Vale,Engineering Manager,https://www.linkedin.com/in/ansel-wolstenholme-2513,2021-10-09
Hugo Zettergren,Quintrell Advisory,Product Director,https://www.linkedin.com/in/hugo-zettergren-3989,2025-03-04
Bertrand Oyelaran,Dunmowe Travel,Director of IT,https://www.linkedin.com/in/bertrand-oyelaran-9588,2021-09-01
Silas Zettergren,Elmsworth Tutors,Principal Architect,https://www.linkedin.com/in/silas-zettergren-6858,2017-11-09
Tanvi Vandermolen,Tannerly Design,"Senior Manager, Engineering",https://www.linkedin.com/in/tanvi-vandermolen-5462,2021-09-18
Solveig Brenneman,Yardley Print,"Senior Manager, Engineering",https://www.linkedin.com/in/solveig-brenneman-6579,2018-10-05
Kofi Lindqvist,Elmsworth Tutors,VP Data & Analytics,https://www.linkedin.com/in/kofi-lindqvist-2809,2019-06-06
Bertrand Grimsby,Inglenook Bakery,Director of IT,https://www.linkedin.com/in/bertrand-grimsby-9922,2017-03-11
Desmond Zubkov,Garrowby Books,Staff Engineer,https://www.linkedin.com/in/desmond-zubkov-8454,2019-02-24
Matteo Rushworth,Underwood & Vale,Head of Platform Engineering,https://www.linkedin.com/in/matteo-rushworth-1284,2023-07-16
Lucia Hartigan,Xanthe Labs,VP Engineering,https://www.linkedin.com/in/lucia-hartigan-5021,2023-12-29
Otto Cathcart,Bellchamber Media,Chief Data Officer,https://www.linkedin.com/in/otto-cathcart-7975,2018-12-30
Coretta Wolstenholme,Ambrose Trading,Head of Automation,,2022-07-08
Liesel Achterberg,Yardley Print,Engineering Manager,https://www.linkedin.com/in/liesel-achterberg-8884,2019-06-21
Ravi Underhill,Quintrell Advisory,Chief Data Officer,https://www.linkedin.com/in/ravi-underhill-5940,2017-05-26
Bertrand Fairweather,Vespermill Analytics,Staff Engineer,https://www.linkedin.com/in/bertrand-fairweather-5951,2017-09-18
Ilse Okonkwo,Vespermill Analytics,SVP Digital,https://www.linkedin.com/in/ilse-okonkwo-1005,2020-12-18
Gideon Quillane,Dunmowe Travel,Head of Automation,https://www.linkedin.com/in/gideon-quillane-8306,2022-03-26
Duarte Kirkbride,Zenner Foods,Staff Engineer,https://www.linkedin.com/in/duarte-kirkbride-5644,2021-08-02
Idris Havercamp,Dunmowe Travel,Head of Automation,https://www.linkedin.com/in/idris-havercamp-5601,2023-12-02
Owen Glückstein,Yardley Print,Program Manager,https://www.linkedin.com/in/owen-gluckstein-1119,2024-04-11
Desmond Yarrow,Ondermark Consulting,Product Director,https://www.linkedin.com/in/desmond-yarrow-3294,2019-09-02
Dana Dobrescu,Rooksby Legal,"Senior Manager, Engineering",https://www.linkedin.com/in/dana-dobrescu-6136,2018-03-10
Rosalind Oldfield,Fairbourne Fitness,Head of Innovation,https://www.linkedin.com/in/rosalind-oldfield-4023,2024-10-22
Espen Isenberg,Ambrose Trading,Principal Architect,https://www.linkedin.com/in/espen-isenberg-7802,2019-08-12
Duarte Okonkwo,Corbridge Realty,Head of Platform Engineering,https://www.linkedin.com/in/duarte-okonkwo-1432,2019-09-06
Perrine Grimsby,Fairbourne Fitness,Program Manager,https://www.linkedin.com/in/perrine-grimsby-4214,2024-12-10
Fenella Lomsadze,Underwood & Vale,"Senior Manager, Engineering",https://www.linkedin.com/in/fenella-lomsadze-8403,2020-09-27
Dana Ibarra,Zenner Foods,Head of Automation,https://www.linkedin.com/in/dana-ibarra-6032,2023-07-16
Elena Vasquez,Tannerly Design,Head of Developer Productivity,https://www.linkedin.com/in/elena-vasquez-4501,2016-12-13
Xiomara Sandoval,Pale Harbour Studio,Product Director,https://www.linkedin.com/in/xiomara-sandoval-9161,2017-01-09
Sabine Kirkbride,Corbridge Realty,Principal Architect,https://www.linkedin.com/in/sabine-kirkbride-2447,2024-05-19
Yusuf Højgaard,Corbridge Realty,Director of IT,https://www.linkedin.com/in/yusuf-hojgaard-5497,2016-10-31
Matteo Yarrow,Corbridge Realty,Principal Architect,https://www.linkedin.com/in/matteo-yarrow-5323,2023-08-05
Lucia Havercamp,Quintrell Advisory,Head of Automation,https://www.linkedin.com/in/lucia-havercamp-7470,2023-05-01
Devin Cardoso,Elmsworth Tutors,SVP Digital,https://www.linkedin.com/in/devin-cardoso-8803,2017-10-30
Margot Ashdown,Inglenook Bakery,Product Director,https://www.linkedin.com/in/margot-ashdown-7500,2020-03-22
Silas Salcedo,Highmoor Cycles,Chief Data Officer,https://www.linkedin.com/in/silas-salcedo-3568,2018-02-27
Priya Achterberg,Xanthe Labs,VP Data & Analytics,https://www.linkedin.com/in/priya-achterberg-4328,2019-05-18
Duarte Fairweather,Inglenook Bakery,Principal Architect,https://www.linkedin.com/in/duarte-fairweather-8821,2022-02-10
Renata Egerton,Highmoor Cycles,Staff Engineer,https://www.linkedin.com/in/renata-egerton-8473,2024-08-28
Ansel Ferreira,Yardley Print,Chief Digital Officer,https://www.linkedin.com/in/ansel-ferreira-5987,2023-07-04
Nadia Glückstein,Whitlock Staffing,Platform Lead,,2022-09-17
Tomás Mkhize,Whitlock Staffing,Product Director,https://www.linkedin.com/in/tomas-mkhize-5153,2019-02-28
Coretta Thackeray,Underwood & Vale,Head of Innovation,https://www.linkedin.com/in/coretta-thackeray-2566,2015-12-10
Priya Salcedo,Pale Harbour Studio,"Senior Manager, Engineering",https://www.linkedin.com/in/priya-salcedo-8392,2024-05-06
Teodor Grimsby,Underwood & Vale,Product Director,https://www.linkedin.com/in/teodor-grimsby-4302,2025-05-14
Devin Balogun,Elmsworth Tutors,VP Data & Analytics,https://www.linkedin.com/in/devin-balogun-7656,2017-02-01
Marisol Wexford,Dunmowe Travel,Director of IT,https://www.linkedin.com/in/marisol-wexford-1927,2025-01-03
Yara Achterberg,Corbridge Realty,Engineering Manager,https://www.linkedin.com/in/yara-achterberg-6958,2016-03-23
Silas Isenberg,Xanthe Labs,SVP Digital,https://www.linkedin.com/in/silas-isenberg-5632,2017-10-25
Emeka Cathcart,Dunmowe Travel,Program Manager,https://www.linkedin.com/in/emeka-cathcart-9689,2024-01-26
Astrid Kirkbride,Underwood & Vale,Platform Lead,https://www.linkedin.com/in/astrid-kirkbride-3152,2018-11-24
·Joaquín Okonkwo,Tannerly Design,SVP Digital,https://www.linkedin.com/in/joaquin-okonkwo-5648,2019-06-07
Devin Isenberg,Ambrose Trading,SVP Digital,https://www.linkedin.com/in/devin-isenberg-3555,2019-07-10
Matteo Achterberg,Tannerly Design,Engineering Manager,https://www.linkedin.com/in/matteo-achterberg-2379,2024-06-01
Hana Yarrow,Zenner Foods,Program Manager,https://www.linkedin.com/in/hana-yarrow-9994,2023-10-05
Idris Wexford,Ambrose Trading,Staff Engineer,https://www.linkedin.com/in/idris-wexford-2074,2022-04-07
Kian Wexford,Bellchamber Media,Director of IT,https://www.linkedin.com/in/kian-wexford-2865,2015-11-24
·Joaquín Havercamp,Garrowby Books,Platform Lead,https://www.linkedin.com/in/joaquin-havercamp-6556,2024-12-31
Leandro Prendergast,Yardley Print,Engineering Manager,https://www.linkedin.com/in/leandro-prendergast-5758,2023-10-23
Hugo Balogun,Ondermark Consulting,Head of Innovation,https://www.linkedin.com/in/hugo-balogun-9738,2024-12-26
Dana Nakashima,Pale Harbour Studio,Principal Architect,https://www.linkedin.com/in/dana-nakashima-1859,2022-07-04
Ravi Fontaine,Fairbourne Fitness,Director of IT,https://www.linkedin.com/in/ravi-fontaine-7410,2020-05-24
Mei Yarrow,Tannerly Design,Director of IT,https://www.linkedin.com/in/mei-yarrow-1931,2021-07-31
Desmond Prendergast,Rooksby Legal,"Senior Manager, Engineering",,2023-12-11
Greta Højgaard,Ambrose Trading,Principal Architect,https://www.linkedin.com/in/greta-hojgaard-8774,2019-04-16
Camille Wexford,Corbridge Realty,Director of IT,https://www.linkedin.com/in/camille-wexford-6742,2025-02-11
Dev Halloran,Elmsworth Tutors,Director of IT,https://www.linkedin.com/in/dev-halloran-5803,2022-01-02
Teodor Marchetti,Xanthe Labs,Chief Digital Officer,https://www.linkedin.com/in/teodor-marchetti-8263,2016-05-04
